FORM,GLOTTOCODE,SoundClasses,SegmentCount,EMOTION
vɐ̃ʃoŋ,mand1415,vaSoN,5,LEXICON
mɐ̃,mand1415,ma,2,LEXICON
ʃiẽ,mand1415,Sie,3,LEXICON
miŋt͡si,mand1415,miNci,5,LEXICON
uə,mand1415,u3,2,LEXICON
xɐ̃,mand1415,xa,2,LEXICON
ni,mand1415,ni,2,LEXICON
xɐ̃,mand1415,xa,2,LEXICON
i,mand1415,i,1,LEXICON
zẽ,mand1415,ze,2,LEXICON
i,mand1415,i,1,LEXICON
kou,mand1415,kou,3,LEXICON
sit͡si,mand1415,sici,4,LEXICON
su,mand1415,su,2,LEXICON
iər,mand1415,i3r,3,LEXICON
phi,mand1415,phi,3,LEXICON
ʃiə,mand1415,Si3,3,LEXICON
kuthou,mand1415,kuthou,6,LEXICON
t͡ʃiə,mand1415,Ci3,3,LEXICON
ərthou,mand1415,3rthou,6,LEXICON
ərto,mand1415,3rto,4,LEXICON
iɐ̃,mand1415,ia,2,LEXICON
pit͡si,mand1415,pici,4,LEXICON
iɐ,mand1415,ia,2,LEXICON
səthou,mand1415,s3thou,6,LEXICON
kələpat͡si,mand1415,k3l3paci,8,LEXICON
sou,mand1415,sou,3,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
kɐ̃,mand1415,ka,2,LEXICON
xə,mand1415,x3,2,LEXICON
skuət͡ʃhilə,mand1415,sku3Chil3,9,LEXICON
la,mand1415,la,2,LEXICON
thaiɐŋ,mand1415,thaiaN,6,LEXICON
loieiər,mand1415,loiei3r,7,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
suei,mand1415,suei,4,LEXICON
sithou,mand1415,sithou,6,LEXICON
xuə,mand1415,xu3,3,LEXICON
lu,mand1415,lu,2,LEXICON
tor,mand1415,tor,3,LEXICON
ʃɐ̃,mand1415,Sa,2,LEXICON
uɐ̃sɐŋ,mand1415,uasaN,5,LEXICON
iəuɐ̃,mand1415,i3ua,4,LEXICON
xousɐŋ,mand1415,xousaN,6,LEXICON
mɐ̃,mand1415,ma,2,LEXICON
ʃiẽ,mand1415,Sie,3,LEXICON
mier,mand1415,mier,4,LEXICON
uo,mand1415,uo,2,LEXICON
ni,mand1415,ni,2,LEXICON
uomən,mand1415,uom3n,5,LEXICON
uom,mand1415,uom,3,LEXICON
i,mand1415,i,1,LEXICON
ʒən,mand1415,Z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kou,mand1415,kou,3,LEXICON
ʃitʃi,mand1415,SitSi,5,LEXICON
ʃu,mand1415,Su,2,LEXICON
ier,mand1415,ier,3,LEXICON
phi,mand1415,phi,3,LEXICON
ʃie,mand1415,Sie,3,LEXICON
uthou,mand1415,uthou,5,LEXICON
t͡ʃit͡ʃiɐu,mand1415,CiCiau,6,LEXICON
ərthou,mand1415,3rthou,6,LEXICON
ərthuo,mand1415,3rthuo,6,LEXICON
iɐnt͡ʃiŋ,mand1415,ianCiN,6,LEXICON
pitʃi,mand1415,pitSi,5,LEXICON
iɐ,mand1415,ia,2,LEXICON
iɐtʃhi,mand1415,iatShi,6,LEXICON
ʃothou,mand1415,Sothou,6,LEXICON
t͡ʃhikɐi,mand1415,Chikai,6,LEXICON
poləŋkɐr,mand1415,pol3Nkar,8,LEXICON
koləpɐr,mand1415,kol3par,7,LEXICON
koləŋpɐr,mand1415,kol3Npar,8,LEXICON
ʃou,mand1415,Sou,3,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
kɐn,mand1415,kan,3,LEXICON
xo,mand1415,xo,2,LEXICON
ʃilə,mand1415,Sil3,4,LEXICON
lɐulə,mand1415,laul3,5,LEXICON
lɐi,mand1415,lai,3,LEXICON
thɐiiɐŋ,mand1415,thaiiaN,7,LEXICON
thɐiiɐŋier,mand1415,thaiiaNier,10,LEXICON
ʒithou,mand1415,Zithou,6,LEXICON
ʒithoulɐuier,mand1415,Zithoulauier,12,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
ʃiŋʃier,mand1415,SiNSier,7,LEXICON
ʃuei,mand1415,Suei,4,LEXICON
ʃithou,mand1415,Sithou,6,LEXICON
xuo,mand1415,xuo,3,LEXICON
lu,mand1415,lu,2,LEXICON
ʃɐn,mand1415,San,3,LEXICON
uɐnʃɐŋ,mand1415,uanSaN,6,LEXICON
ieuɐn,mand1415,ieuan,5,LEXICON
ʃiɐuɐr,mand1415,Siauar,6,LEXICON
ʃiɐuɐrxei,mand1415,Siauarxei,9,LEXICON
mɐn,mand1415,man,3,LEXICON
ʃin,mand1415,Sin,3,LEXICON
miŋt͡si,mand1415,miNci,5,LEXICON
ŋo,mand1415,No,2,LEXICON
ɲi,mand1415,5i,2,LEXICON
ŋomən,mand1415,Nom3n,5,LEXICON
i,mand1415,i,1,LEXICON
zən,mand1415,z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
seit͡si,mand1415,seici,5,LEXICON
seibo,mand1415,seibo,5,LEXICON
su,mand1415,su,2,LEXICON
iei,mand1415,iei,3,LEXICON
bi,mand1415,bi,2,LEXICON
ʃiei,mand1415,Siei,4,LEXICON
kudəu,mand1415,kud3u,5,LEXICON
ko,mand1415,ko,2,LEXICON
ərto,mand1415,3rto,4,LEXICON
ŋɐnt͡ʃin,mand1415,NanCin,6,LEXICON
pit͡si,mand1415,pici,4,LEXICON
ŋɐt͡shi,mand1415,Nachi,5,LEXICON
seidər,mand1415,seid3r,6,LEXICON
kheiʃidər,mand1415,kheiSid3r,9,LEXICON
səu,mand1415,s3u,3,LEXICON
ʃinkhəut͡siɐn,mand1415,Sinkh3ucian,11,LEXICON
kɐn,mand1415,kan,3,LEXICON
xo,mand1415,xo,2,LEXICON
silə,mand1415,sil3,4,LEXICON
kot͡ʃhilə,mand1415,koChil3,7,LEXICON
kosilə,mand1415,kosil3,6,LEXICON
put͡sɐilə,mand1415,pucail3,7,LEXICON
lɐi,mand1415,lai,3,LEXICON
thɐiiɐŋ,mand1415,thaiiaN,7,LEXICON
zitəu,mand1415,zit3u,5,LEXICON
ʃint͡si,mand1415,Sinci,5,LEXICON
suei,mand1415,suei,4,LEXICON
sidəu,mand1415,sid3u,5,LEXICON
ŋɐidəu,mand1415,Naid3u,6,LEXICON
xo,mand1415,xo,2,LEXICON
lu,mand1415,lu,2,LEXICON
sɐn,mand1415,san,3,LEXICON
uɐnsɐŋ,mand1415,uansaN,6,LEXICON
ieidəu,mand1415,ieid3u,6,LEXICON
mɐn,mand1415,man,3,LEXICON
ʃin,mand1415,Sin,3,LEXICON
mint͡si,mand1415,minci,5,LEXICON
ŋə,mand1415,N3,2,LEXICON
ni,mand1415,ni,2,LEXICON
ŋət͡ʃiuei,mand1415,N3Ciuei,7,LEXICON
ŋəʃiɐ,mand1415,N3Sia,5,LEXICON
ʒei,mand1415,Zei,3,LEXICON
i,mand1415,i,1,LEXICON
iɐ,mand1415,ia,2,LEXICON
t͡ʃhia,mand1415,Chia,4,LEXICON
ku,mand1415,ku,2,LEXICON
ə,mand1415,3,1,LEXICON
zi,mand1415,zi,2,LEXICON
ɲia,mand1415,5ia,3,LEXICON
phi,mand1415,phi,3,LEXICON
niɐ,mand1415,nia,3,LEXICON
kəʃikɐi,mand1415,k3Sikai,7,LEXICON
xə,mand1415,x3,2,LEXICON
thiəŋ,mand1415,thi3N,5,LEXICON
thia,mand1415,thia,4,LEXICON
lɐi,mand1415,lai,3,LEXICON
thɐiiəŋ,mand1415,thaii3N,7,LEXICON
xuo,mand1415,xuo,3,LEXICON
lou,mand1415,lou,3,LEXICON
ʃɐ̃,mand1415,Sa,2,LEXICON
ʃiei,mand1415,Siei,4,LEXICON
mɐ̃,mand1415,ma,2,LEXICON
uo,mand1415,uo,2,LEXICON
ni,mand1415,ni,2,LEXICON
uomẽ,mand1415,uome,4,LEXICON
i,mand1415,i,1,LEXICON
er,mand1415,er,2,LEXICON
ʒẽ,mand1415,Ze,2,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
ʃu,mand1415,Su,2,LEXICON
ətuo,mand1415,3tuo,4,LEXICON
iat͡ʃĩ,mand1415,iaCi,4,LEXICON
pit͡si,mand1415,pici,4,LEXICON
iɐ,mand1415,ia,2,LEXICON
ʃəthəu,mand1415,S3th3u,6,LEXICON
kheʃithəu,mand1415,kheSith3u,9,LEXICON
ʃəu,mand1415,S3u,3,LEXICON
xuo,mand1415,xuo,3,LEXICON
tʃhi,mand1415,tShi,4,LEXICON
khɐ̃,mand1415,kha,3,LEXICON
thĩ,mand1415,thi,3,LEXICON
si,mand1415,si,2,LEXICON
thaiɐ̃,mand1415,thaia,5,LEXICON
ʃĩʃio,mand1415,SiSio,5,LEXICON
ʃue,mand1415,Sue,3,LEXICON
ʃithəu,mand1415,Sith3u,6,LEXICON
xuo,mand1415,xuo,3,LEXICON
xuɐ̃xuẽr,mand1415,xuaxuer,7,LEXICON
mɐ̃,mand1415,ma,2,LEXICON
ɐ,mand1415,a,1,LEXICON
ni,mand1415,ni,2,LEXICON
ɐ,mand1415,a,1,LEXICON
i,mand1415,i,1,LEXICON
ər,mand1415,3r,2,LEXICON
ie,mand1415,ie,2,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
sit͡si,mand1415,sici,4,LEXICON
ʃu,mand1415,Su,2,LEXICON
phi,mand1415,phi,3,LEXICON
ʃiə,mand1415,Si3,3,LEXICON
ku,mand1415,ku,2,LEXICON
ərtəu,mand1415,3rt3u,5,LEXICON
iɐ,mand1415,ia,2,LEXICON
pit͡si,mand1415,pici,4,LEXICON
io,mand1415,io,2,LEXICON
ʃəthəu,mand1415,S3th3u,6,LEXICON
pəluəkar,mand1415,p3lu3kar,8,LEXICON
ʃəu,mand1415,S3u,3,LEXICON
nat͡si,mand1415,naci,4,LEXICON
xə,mand1415,x3,2,LEXICON
khɐ,mand1415,kha,3,LEXICON
siləu,mand1415,sil3u,5,LEXICON
loləu,mand1415,lol3u,5,LEXICON
la,mand1415,la,2,LEXICON
ithəu,mand1415,ith3u,5,LEXICON
thaiɐŋ,mand1415,thaiaN,6,LEXICON
siər,mand1415,si3r,4,LEXICON
suei,mand1415,suei,4,LEXICON
ʃithəu,mand1415,Sith3u,6,LEXICON
xuə,mand1415,xu3,3,LEXICON
tor,mand1415,tor,3,LEXICON
sɐ,mand1415,sa,2,LEXICON
ʃioʃoŋ,mand1415,SioSoN,6,LEXICON
uo,mand1415,uo,2,LEXICON
ni,mand1415,ni,2,LEXICON
uomən,mand1415,uom3n,5,LEXICON
i,mand1415,i,1,LEXICON
ər,mand1415,3r,2,LEXICON
liɐ,mand1415,lia,3,LEXICON
ʒən,mand1415,Z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kou,mand1415,kou,3,LEXICON
ʃit͡sə,mand1415,Sic3,4,LEXICON
ʃumu,mand1415,Sumu,4,LEXICON
ʃuiar,mand1415,Suiar,5,LEXICON
phi,mand1415,phi,3,LEXICON
kuthou,mand1415,kuthou,6,LEXICON
t͡ʃiou,mand1415,Ciou,4,LEXICON
ərthəu,mand1415,3rth3u,6,LEXICON
iɐn,mand1415,ian,3,LEXICON
pit͡sə,mand1415,pic3,4,LEXICON
iɐ,mand1415,ia,2,LEXICON
ʃothou,mand1415,Sothou,6,LEXICON
poləkɐr,mand1415,pol3kar,7,LEXICON
ʃou,mand1415,Sou,3,LEXICON
kɐn,mand1415,kan,3,LEXICON
xo,mand1415,xo,2,LEXICON
si,mand1415,si,2,LEXICON
lɐi,mand1415,lai,3,LEXICON
lɐuiaər,mand1415,lauia3r,7,LEXICON
ʃiŋʃiŋ,mand1415,SiNSiN,6,LEXICON
ʃuei,mand1415,Suei,4,LEXICON
xuo,mand1415,xuo,3,LEXICON
ʃɐn,mand1415,San,3,LEXICON
xeilou,mand1415,xeilou,6,LEXICON
vo,mand1415,vo,2,LEXICON
li,mand1415,li,2,LEXICON
vomən,mand1415,vom3n,5,LEXICON
i,mand1415,i,1,LEXICON
u,mand1415,u,1,LEXICON
ʒən,mand1415,Z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
ʃot͡si,mand1415,Soci,4,LEXICON
fu,mand1415,fu,2,LEXICON
iet͡si,mand1415,ieci,4,LEXICON
pi,mand1415,pi,2,LEXICON
ʃie,mand1415,Sie,3,LEXICON
kuthəu,mand1415,kuth3u,6,LEXICON
ko,mand1415,ko,2,LEXICON
utuo,mand1415,utuo,4,LEXICON
iɐn,mand1415,ian,3,LEXICON
pi,mand1415,pi,2,LEXICON
iɐ,mand1415,ia,2,LEXICON
ʃotha,mand1415,Sotha,5,LEXICON
poʃikat͡si,mand1415,poSikaci,8,LEXICON
ʃəu,mand1415,S3u,3,LEXICON
khoŋt͡si,mand1415,khoNci,6,LEXICON
kɐn,mand1415,kan,3,LEXICON
xo,mand1415,xo,2,LEXICON
khɐn,mand1415,khan,4,LEXICON
thin,mand1415,thin,4,LEXICON
si,mand1415,si,2,LEXICON
la,mand1415,la,2,LEXICON
ʒothəu,mand1415,Zoth3u,6,LEXICON
ʃinʃiəu,mand1415,SinSi3u,7,LEXICON
fei,mand1415,fei,3,LEXICON
ʃithəu,mand1415,Sith3u,6,LEXICON
xuo,mand1415,xuo,3,LEXICON
lu,mand1415,lu,2,LEXICON
ʃɐn,mand1415,San,3,LEXICON
vɐnʃin,mand1415,vanSin,6,LEXICON
mɐn,mand1415,man,3,LEXICON
ʃin,mand1415,Sin,3,LEXICON
o,mand1415,o,1,LEXICON
ŋ,mand1415,N,1,LEXICON
ni,mand1415,ni,2,LEXICON
omən,mand1415,om3n,4,LEXICON
ŋmə,mand1415,Nm3,3,LEXICON
iʔ,mand1415,i7,2,LEXICON
zən,mand1415,z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
səʔt͡so,mand1415,s37co,5,LEXICON
su,mand1415,su,2,LEXICON
iiʔt͡si,mand1415,ii7ci,5,LEXICON
phi,mand1415,phi,3,LEXICON
ʃiiʔ,mand1415,Sii7,4,LEXICON
kuəʔthə,mand1415,ku37th3,7,LEXICON
koʔ,mand1415,ko7,3,LEXICON
ərtə,mand1415,3rt3,4,LEXICON
ərthə,mand1415,3rth3,5,LEXICON
ɐ̃,mand1415,a,1,LEXICON
piʔt͡si,mand1415,pi7ci,5,LEXICON
ɐ,mand1415,a,1,LEXICON
iɐ,mand1415,ia,2,LEXICON
ʃiiʔthə,mand1415,Sii7th3,7,LEXICON
khəpatʃə,mand1415,kh3patS3,8,LEXICON
səu,mand1415,s3u,3,LEXICON
ʃioŋ,mand1415,SioN,4,LEXICON
kɐ̃,mand1415,ka,2,LEXICON
xoʔ,mand1415,xo7,3,LEXICON
sitəʔna,mand1415,sit37na,7,LEXICON
nona,mand1415,nona,4,LEXICON
na,mand1415,na,2,LEXICON
thaiɐŋ,mand1415,thaiaN,6,LEXICON
ʃin,mand1415,Sin,3,LEXICON
suei,mand1415,suei,4,LEXICON
səʔthə,mand1415,s37th3,6,LEXICON
xo,mand1415,xo,2,LEXICON
nu,mand1415,nu,2,LEXICON
sɐ̃,mand1415,sa,2,LEXICON
uɐ̃sɐŋ,mand1415,uasaN,5,LEXICON
mõ,mand1415,mo,2,LEXICON
ʃin,mand1415,Sin,3,LEXICON
mint͡si,mand1415,minci,5,LEXICON
o,mand1415,o,1,LEXICON
õ,mand1415,o,1,LEXICON
li,mand1415,li,2,LEXICON
oməŋ,mand1415,om3N,4,LEXICON
omə,mand1415,om3,3,LEXICON
ii,mand1415,ii,2,LEXICON
ʒəŋ,mand1415,Z3N,3,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
ʃitʃə,mand1415,SitS3,5,LEXICON
ʃu,mand1415,Su,2,LEXICON
iə,mand1415,i3,2,LEXICON
phi,mand1415,phi,3,LEXICON
ʃiə,mand1415,Si3,3,LEXICON
kuuthə,mand1415,kuuth3,6,LEXICON
kɐ,mand1415,ka,2,LEXICON
atəu,mand1415,at3u,4,LEXICON
iɐ̃,mand1415,ia,2,LEXICON
iɐ̃t͡ʃiŋ,mand1415,iaCiN,5,LEXICON
piitʃə,mand1415,piitS3,6,LEXICON
iɐ,mand1415,ia,2,LEXICON
iɐtʃhi,mand1415,iatShi,6,LEXICON
ʃɐthəu,mand1415,Sath3u,6,LEXICON
khəthəutʃə,mand1415,kh3th3utS3,10,LEXICON
khəpatʃə,mand1415,kh3patS3,8,LEXICON
ʃəu,mand1415,S3u,3,LEXICON
ʃioŋ,mand1415,SioN,4,LEXICON
kɐ̃,mand1415,ka,2,LEXICON
xɐ,mand1415,xa,2,LEXICON
ʃilə,mand1415,Sil3,4,LEXICON
t͡ʃhiʃilə,mand1415,ChiSil3,7,LEXICON
lolə,mand1415,lol3,4,LEXICON
t͡ʃhiopiẽtʃələ,mand1415,ChiopietS3l3,12,LEXICON
la,mand1415,la,2,LEXICON
thaiɐŋ,mand1415,thaiaN,6,LEXICON
thaiŋ,mand1415,thaiN,5,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
ʃiŋʃiŋ,mand1415,SiNSiN,6,LEXICON
ʃuei,mand1415,Suei,4,LEXICON
ʃəthə,mand1415,S3th3,5,LEXICON
xo,mand1415,xo,2,LEXICON
lu,mand1415,lu,2,LEXICON
ʃɐ̃,mand1415,Sa,2,LEXICON
uɐ̃ʃɐŋ,mand1415,uaSaN,5,LEXICON
thiẽxei,mand1415,thiexei,7,LEXICON
mõ,mand1415,mo,2,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
miŋtʃə,mand1415,miNtS3,6,LEXICON
uə,mand1415,u3,2,LEXICON
xɐ̃,mand1415,xa,2,LEXICON
ɲi,mand1415,5i,2,LEXICON
xɐ̃,mand1415,xa,2,LEXICON
i,mand1415,i,1,LEXICON
er,mand1415,er,2,LEXICON
zən,mand1415,z3n,3,LEXICON
kəu,mand1415,k3u,3,LEXICON
sit͡si,mand1415,sici,4,LEXICON
su,mand1415,su,2,LEXICON
t͡ʃiɐ,mand1415,Cia,3,LEXICON
erto,mand1415,erto,4,LEXICON
iɐ̃,mand1415,ia,2,LEXICON
pit͡si,mand1415,pici,4,LEXICON
iɐ,mand1415,ia,2,LEXICON
səthəu,mand1415,s3th3u,6,LEXICON
kəlɐpat͡si,mand1415,k3lapaci,8,LEXICON
səu,mand1415,s3u,3,LEXICON
ʃiŋphu,mand1415,SiNphu,6,LEXICON
ʃiŋthoŋ,mand1415,SiNthoN,7,LEXICON
xə,mand1415,x3,2,LEXICON
si,mand1415,si,2,LEXICON
lo,mand1415,lo,2,LEXICON
la,mand1415,la,2,LEXICON
thaiɐŋ,mand1415,thaiaN,6,LEXICON
loierier,mand1415,loierier,8,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
ʃiŋʃiŋ,mand1415,SiNSiN,6,LEXICON
suei,mand1415,suei,4,LEXICON
sit͡sir,mand1415,sicir,5,LEXICON
xuə,mand1415,xu3,3,LEXICON
lu,mand1415,lu,2,LEXICON
xuŋxoŋ,mand1415,xuNxoN,6,LEXICON
mɐ̃,mand1415,ma,2,LEXICON
ʃin,mand1415,Sin,3,LEXICON
ve,mand1415,ve,2,LEXICON
ŋõ,mand1415,No,2,LEXICON
ni,mand1415,ni,2,LEXICON
ŋõ,mand1415,No,2,LEXICON
i,mand1415,i,1,LEXICON
lə,mand1415,l3,2,LEXICON
ʒẽ,mand1415,Ze,2,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
t͡ʃit͡si,mand1415,Cici,4,LEXICON
phi,mand1415,phi,3,LEXICON
lətuə,mand1415,l3tu3,5,LEXICON
iõ,mand1415,io,2,LEXICON
pit͡si,mand1415,pici,4,LEXICON
io,mand1415,io,2,LEXICON
ʃəthəu,mand1415,S3th3u,6,LEXICON
pulokar,mand1415,pulokar,7,LEXICON
potʃoŋ,mand1415,potSoN,6,LEXICON
ʃiŋphut͡si,mand1415,SiNphuci,8,LEXICON
xə,mand1415,x3,2,LEXICON
khõ,mand1415,kho,3,LEXICON
thiŋ,mand1415,thiN,4,LEXICON
lolo,mand1415,lolo,4,LEXICON
la,mand1415,la,2,LEXICON
thaioŋr,mand1415,thaioNr,7,LEXICON
iət͡sier,mand1415,i3cier,6,LEXICON
siŋr,mand1415,siNr,4,LEXICON
ʃuei,mand1415,Suei,4,LEXICON
xuə,mand1415,xu3,3,LEXICON
lu,mand1415,lu,2,LEXICON
ʃõ,mand1415,So,2,LEXICON
xəuʃoŋ,mand1415,x3uSoN,6,LEXICON
mõ,mand1415,mo,2,LEXICON
siẽ,mand1415,sie,3,LEXICON
ŋo,mand1415,No,2,LEXICON
ni,mand1415,ni,2,LEXICON
ŋuɐ,mand1415,Nua,3,LEXICON
ŋot͡ʃiɐ,mand1415,NoCia,5,LEXICON
ŋokuɐ,mand1415,Nokua,5,LEXICON
ʒən,mand1415,Z3n,3,LEXICON
i,mand1415,i,1,LEXICON
ia,mand1415,ia,2,LEXICON
iɐ,mand1415,ia,2,LEXICON
ʃia,mand1415,Sia,3,LEXICON
ku,mand1415,ku,2,LEXICON
ə,mand1415,3,1,LEXICON
ian,mand1415,ian,3,LEXICON
nian,mand1415,nian,4,LEXICON
phi,mand1415,phi,3,LEXICON
iɐ,mand1415,ia,2,LEXICON
niɐ,mand1415,nia,3,LEXICON
kuʃiŋkɐr,mand1415,kuSiNkar,8,LEXICON
xo,mand1415,xo,2,LEXICON
thiŋ,mand1415,thiN,4,LEXICON
thia,mand1415,thia,4,LEXICON
lɐi,mand1415,lai,3,LEXICON
iɐuər,mand1415,iau3r,5,LEXICON
thɐiiɐŋ,mand1415,thaiiaN,7,LEXICON
xuo,mand1415,xuo,3,LEXICON
ləu,mand1415,l3u,3,LEXICON
ʃɐn,mand1415,San,3,LEXICON
ʃin,mand1415,Sin,3,LEXICON
mɐn,mand1415,man,3,LEXICON
ŋuo,mand1415,Nuo,3,LEXICON
ni,mand1415,ni,2,LEXICON
ŋuo,mand1415,Nuo,3,LEXICON
ŋuoliɐ,mand1415,Nuolia,6,LEXICON
i,mand1415,i,1,LEXICON
ʒən,mand1415,Z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kou,mand1415,kou,3,LEXICON
so,mand1415,so,2,LEXICON
ʃu,mand1415,Su,2,LEXICON
iar,mand1415,iar,3,LEXICON
phi,mand1415,phi,3,LEXICON
ʃia,mand1415,Sia,3,LEXICON
kutou,mand1415,kutou,5,LEXICON
t͡ʃio,mand1415,Cio,3,LEXICON
ərtuo,mand1415,3rtuo,5,LEXICON
niɐn,mand1415,nian,4,LEXICON
phit͡si,mand1415,phici,5,LEXICON
niɐ,mand1415,nia,3,LEXICON
ʒothou,mand1415,Zothou,6,LEXICON
khueikɐr,mand1415,khueikar,8,LEXICON
ʃou,mand1415,Sou,3,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
kɐn,mand1415,kan,3,LEXICON
xuo,mand1415,xuo,3,LEXICON
lɐuliɐu,mand1415,lauliau,7,LEXICON
lɐi,mand1415,lai,3,LEXICON
thɐiiɐŋ,mand1415,thaiiaN,7,LEXICON
əthou,mand1415,3thou,5,LEXICON
ʃiŋ,mand1415,SiN,3,LEXICON
ʃiŋʃiŋ,mand1415,SiNSiN,6,LEXICON
sei,mand1415,sei,3,LEXICON
ʃithou,mand1415,Sithou,6,LEXICON
xuo,mand1415,xuo,3,LEXICON
lou,mand1415,lou,3,LEXICON
sɐn,mand1415,san,3,LEXICON
xulɐu,mand1415,xulau,5,LEXICON
mɐn,mand1415,man,3,LEXICON
ʃin,mand1415,Sin,3,LEXICON
miŋt͡shi,mand1415,miNchi,6,LEXICON
ŋo,mand1415,No,2,LEXICON
ni,mand1415,ni,2,LEXICON
ŋomən,mand1415,Nom3n,5,LEXICON
i,mand1415,i,1,LEXICON
zən,mand1415,z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kəu,mand1415,k3u,3,LEXICON
sat͡si,mand1415,saci,4,LEXICON
su,mand1415,su,2,LEXICON
ie,mand1415,ie,2,LEXICON
phi,mand1415,phi,3,LEXICON
ʃie,mand1415,Sie,3,LEXICON
kuthəu,mand1415,kuth3u,6,LEXICON
ko,mand1415,ko,2,LEXICON
zato,mand1415,zato,4,LEXICON
iɐnt͡ʃin,mand1415,ianCin,6,LEXICON
ŋɐnt͡ʃin,mand1415,NanCin,6,LEXICON
pit͡si,mand1415,pici,4,LEXICON
ŋɐt͡shi,mand1415,Nachi,5,LEXICON
sathəu,mand1415,sath3u,6,LEXICON
sathiɐu,mand1415,sathiau,7,LEXICON
polokɐi,mand1415,polokai,7,LEXICON
səu,mand1415,s3u,3,LEXICON
ʃioŋ,mand1415,SioN,4,LEXICON
kɐn,mand1415,kan,3,LEXICON
t͡ʃhi,mand1415,Chi,3,LEXICON
sikɐ,mand1415,sika,4,LEXICON
khukɐlɐ,mand1415,khukala,7,LEXICON
lɐi,mand1415,lai,3,LEXICON
thɐiiɐŋ,mand1415,thaiiaN,7,LEXICON
ʃint͡si,mand1415,Sinci,5,LEXICON
sei,mand1415,sei,3,LEXICON
suei,mand1415,suei,4,LEXICON
sithəu,mand1415,sith3u,6,LEXICON
ŋɐisi,mand1415,Naisi,5,LEXICON
xo,mand1415,xo,2,LEXICON
lu,mand1415,lu,2,LEXICON
sɐn,mand1415,san,3,LEXICON
uɐnsɐŋ,mand1415,uansaN,6,LEXICON
muon,mand1415,muon,4,LEXICON
ʃin,mand1415,Sin,3,LEXICON
mint͡si,mand1415,minci,5,LEXICON
ŋo,mand1415,No,2,LEXICON
ni,mand1415,ni,2,LEXICON
ŋomɐn,mand1415,Noman,5,LEXICON
i,mand1415,i,1,LEXICON
ə,mand1415,3,1,LEXICON
iən,mand1415,i3n,3,LEXICON
i,mand1415,i,1,LEXICON
kɐu,mand1415,kau,3,LEXICON
sət͡si,mand1415,s3ci,4,LEXICON
ʃi,mand1415,Si,2,LEXICON
ie,mand1415,ie,2,LEXICON
hie,mand1415,hie,3,LEXICON
kuthɐu,mand1415,kuthau,6,LEXICON
əto,mand1415,3to,3,LEXICON
iẽt͡sən,mand1415,iec3n,5,LEXICON
pit͡si,mand1415,pici,4,LEXICON
iɐt͡shi,mand1415,iachi,5,LEXICON
kioʃika,mand1415,kioSika,7,LEXICON
poloka,mand1415,poloka,6,LEXICON
sɐu,mand1415,sau,3,LEXICON
hioŋphu,mand1415,hioNphu,7,LEXICON
kɐ̃,mand1415,ka,2,LEXICON
t͡shi,mand1415,chi,3,LEXICON
ho,mand1415,ho,2,LEXICON
khɐ̃,mand1415,kha,3,LEXICON
thən,mand1415,th3n,4,LEXICON
si,mand1415,si,2,LEXICON
la,mand1415,la,2,LEXICON
ithɐu,mand1415,ithau,5,LEXICON
thẽsən,mand1415,thes3n,6,LEXICON
suɐi,mand1415,suai,4,LEXICON
sithɐu,mand1415,sithau,6,LEXICON
ho,mand1415,ho,2,LEXICON
lu,mand1415,lu,2,LEXICON
sɐ̃,mand1415,sa,2,LEXICON
uɐ̃ie,mand1415,uaie,4,LEXICON
uɐ̃soŋ,mand1415,uasoN,5,LEXICON
mɐ̃,mand1415,ma,2,LEXICON
sən,mand1415,s3n,3,LEXICON
mən,mand1415,m3n,3,LEXICON
vo,mand1415,vo,2,LEXICON
n,mand1415,n,1,LEXICON
vomən,mand1415,vom3n,5,LEXICON
i,mand1415,i,1,LEXICON
er,mand1415,er,2,LEXICON
zən,mand1415,z3n,3,LEXICON
i,mand1415,i,1,LEXICON
kəut͡si,mand1415,k3uci,5,LEXICON
sat͡si,mand1415,saci,4,LEXICON
ʃi,mand1415,Si,2,LEXICON
iat͡si,mand1415,iaci,4,LEXICON
