FORM,GLOTTOCODE,SoundClasses,SegmentCount,EMOTION
ni,sout2826,ni,2,LEXICON
seo,sout2826,seo,3,LEXICON
nɐ,sout2826,na,2,LEXICON
tide,sout2826,tide,4,LEXICON
tebe,sout2826,tebe,4,LEXICON
to,sout2826,to,2,LEXICON
bloblo,sout2826,bloblo,6,LEXICON
njene,sout2826,nyene,5,LEXICON
xɐnə,guah1255,xan3,4,LEXICON
xɐmə,guah1255,xam3,4,LEXICON
pɐxɐmə,guah1255,paxam3,6,LEXICON
wɐxɐit͡si,guah1255,waxaici,7,LEXICON
kɐe,guah1255,kae,3,LEXICON
kɐehɐwɐ,guah1255,kaehawa,7,LEXICON
ɐnihɐ,guah1255,aniha,5,LEXICON
hiwi,guah1255,hiwi,4,LEXICON
duhuɐi,guah1255,duhuai,6,LEXICON
ɐwiri,guah1255,awiri,5,LEXICON
tɐrəto,guah1255,tar3to,6,LEXICON
nɐe,guah1255,nae,3,LEXICON
nɐehɐwɐ,guah1255,naehawa,7,LEXICON
bɐxuto,guah1255,baxuto,6,LEXICON
perɐbə̃to,guah1255,perab3to,8,LEXICON
hɐnɐ,guah1255,hana,4,LEXICON
sito,guah1255,sito,4,LEXICON
mɐtɐeto,guah1255,mataeto,7,LEXICON
muxujoroto,guah1255,muxuyoroto,10,LEXICON
tɐxuto,guah1255,taxuto,6,LEXICON
pumu,guah1255,pumu,4,LEXICON
wonoto,guah1255,wonoto,6,LEXICON
bɐrəto,guah1255,bar3to,6,LEXICON
mɐtɐbɐkɐ,guah1255,matabaka,8,LEXICON
kobe,guah1255,kobe,4,LEXICON
mito,guah1255,mito,4,LEXICON
hɐpɐto,guah1255,hapato,6,LEXICON
ɐpɐ,guah1255,apa,3,LEXICON
tɐne,guah1255,tane,4,LEXICON
humetɐne,guah1255,humetane,8,LEXICON
təpɐ,guah1255,t3pa,4,LEXICON
pɐtɐ,guah1255,pata,4,LEXICON
pɐtɐhopɐ,guah1255,patahopa,8,LEXICON
huɐmeto,guah1255,huameto,7,LEXICON
ikotiɐ,guah1255,ikotia,6,LEXICON
tuluputo,guah1255,tuluputo,8,LEXICON
iwinɐi,guah1255,iwinai,6,LEXICON
merɐ,guah1255,mera,4,LEXICON
iboto,guah1255,iboto,5,LEXICON
isoto,guah1255,isoto,5,LEXICON
nɐwɐ,guah1255,nawa,4,LEXICON
nɐmuto,guah1255,namuto,6,LEXICON
ibot͡suto,guah1255,ibocuto,7,LEXICON
merɐwi,guah1255,merawi,6,LEXICON
wənəkɐ,guah1255,w3n3ka,6,LEXICON
pehɐnɐ,guah1255,pehana,6,LEXICON
wəinə,guah1255,w3in3,5,LEXICON
wɐnej,saya1246,waney,5,LEXICON
nɐŋ,saya1246,naN,3,LEXICON
mus,saya1246,mus,3,LEXICON
lɐŋ,saya1246,laN,3,LEXICON
nɐʔɐŋ,saya1246,na7aN,5,LEXICON
mbəʎi,saya1246,mb3Li,5,LEXICON
mbəgni,saya1246,mb3gni,6,LEXICON
t͡sɐŋ,saya1246,caN,3,LEXICON
gədə,saya1246,g3d3,4,LEXICON
mɐn,saya1246,man,3,LEXICON
zɐr,saya1246,zar,3,LEXICON
ʒib’ərʒɐ,saya1246,Zib3rZa,7,LEXICON
jɐʎi,saya1246,yaLi,4,LEXICON
kɐrɐŋ,saya1246,karaN,5,LEXICON
səsər,saya1246,s3s3r,5,LEXICON
jɐnt͡sən,saya1246,yanc3n,6,LEXICON
t͡səltə,saya1246,c3lt3,5,LEXICON
ʎurtə,saya1246,Lurt3,5,LEXICON
kɐb’o,saya1246,kabo,4,LEXICON
kur,saya1246,kur,3,LEXICON
lɐtə,saya1246,lat3,4,LEXICON
lut,saya1246,lut,3,LEXICON
vərɐn,saya1246,v3ran,5,LEXICON
ʎjerɐ,saya1246,Lyera,5,LEXICON
wi,saya1246,wi,2,LEXICON
mboʎ,saya1246,mboL,4,LEXICON
nd͡ʒɐŋgɐm,saya1246,njaNgam,7,LEXICON
ringetə,saya1246,ringet3,7,LEXICON
kir,saya1246,kir,3,LEXICON
mbəʎen,saya1246,mb3Len,6,LEXICON
mbəʎen,saya1246,mb3Len,6,LEXICON
gɐm,saya1246,gam,3,LEXICON
kəm,saya1246,k3m,3,LEXICON
jir,saya1246,yir,3,LEXICON
jit͡sən,saya1246,yic3n,5,LEXICON
vi,saya1246,vi,2,LEXICON
ʃɐn,saya1246,San,3,LEXICON
nəsən,saya1246,n3s3n,5,LEXICON
mbis,saya1246,mbis,4,LEXICON
sɐn,saya1246,san,3,LEXICON
vurun,saya1246,vurun,5,LEXICON
tɐwsə,saya1246,taws3,5,LEXICON
gʷɐgəl,saya1246,gag3l,5,LEXICON
mɐmɐ,saya1246,mama,4,LEXICON
vukɐl,saya1246,vukal,5,LEXICON
hɐntɐ,saya1246,hanta,5,LEXICON
ʎjɐ,saya1246,Lya,3,LEXICON
t͡ʃi,saya1246,Ci,2,LEXICON
kəp,saya1246,k3p,3,LEXICON
nɐs,saya1246,nas,3,LEXICON
ŋgɐl,saya1246,Ngal,4,LEXICON
kɐm,saya1246,kam,3,LEXICON
nəmsə,saya1246,n3ms3,5,LEXICON
ndəb’ɐt,saya1246,nd3bat,6,LEXICON
məs,saya1246,m3s,3,LEXICON
d’u,saya1246,du,2,LEXICON
sor,saya1246,sor,3,LEXICON
d’əj,saya1246,d3y,3,LEXICON
mɐn,saya1246,man,3,LEXICON
sən,saya1246,s3n,3,LEXICON
vər,saya1246,v3r,3,LEXICON
wul,saya1246,wul,3,LEXICON
fit,saya1246,fit,3,LEXICON
ləbm,saya1246,l3bm,4,LEXICON
ʎjɐr,saya1246,Lyar,4,LEXICON
ʒɐ,saya1246,Za,2,LEXICON
von,saya1246,von,3,LEXICON
d’ɐj,saya1246,day,3,LEXICON
kit͡sə,saya1246,kic3,4,LEXICON
b’un,saya1246,bun,3,LEXICON
jukwɐj,saya1246,yukway,6,LEXICON
wutə,saya1246,wut3,4,LEXICON
gjɐmtə,saya1246,gyamt3,6,LEXICON
vɐ,saya1246,va,2,LEXICON
d’ɐj,saya1246,day,3,LEXICON
lɐŋ,saya1246,laN,3,LEXICON
ʒɐkəwɐld’ə,saya1246,Zak3wald3,9,LEXICON
jerɐʔɐ,saya1246,yera7a,6,LEXICON
guvod’ə,saya1246,guvod3,6,LEXICON
jiŋ,saya1246,yiN,3,LEXICON
vɐr,saya1246,var,3,LEXICON
zəm,saya1246,z3m,3,LEXICON
girŋgəl,saya1246,girNg3l,7,LEXICON
suŋ,saya1246,suN,3,LEXICON
ikɐw,hili1240,ikaw,4,LEXICON
kitɐ,hili1240,kita,4,LEXICON
isɐ,hili1240,isa,3,LEXICON
tɐo,hili1240,tao,3,LEXICON
isdɐ,hili1240,isda,4,LEXICON
idu,hili1240,idu,3,LEXICON
dɐhon,hili1240,dahon,5,LEXICON
pɐnit,hili1240,panit,5,LEXICON
dugoʔ,hili1240,dugo7,5,LEXICON
tulɐn,hili1240,tulan,5,LEXICON
dulugɐn,hili1240,dulugan,7,LEXICON
mɐtɐ,hili1240,mata,4,LEXICON
iloŋ,hili1240,iloN,4,LEXICON
ŋipon,hili1240,Nipon,5,LEXICON
dilɐʔ,hili1240,dila7,5,LEXICON
kɐmut,hili1240,kamut,5,LEXICON
suso,hili1240,suso,4,LEXICON
ɐtɐj,hili1240,atay,4,LEXICON
ilimnon,hili1240,ilimnon,7,LEXICON
kitɐ,hili1240,kita,4,LEXICON
mɐti,hili1240,mati,4,LEXICON
pɐtɐj,hili1240,patay,5,LEXICON
kɐdto,hili1240,kadto,5,LEXICON
bituon,hili1240,bituon,6,LEXICON
tubig,hili1240,tubig,5,LEXICON
bɐto,hili1240,bato,4,LEXICON
t͡ʃlɐjo,hili1240,Clayo,5,LEXICON
dɐlɐn,hili1240,dalan,5,LEXICON
gɐbi,hili1240,gabi,4,LEXICON
bɐgo,hili1240,bago,4,LEXICON
ŋɐlɐn,hili1240,Nalan,5,LEXICON
ɐ,mand1415,a,1,LEXICON
n,mand1415,n,1,LEXICON
ɐioŋ,mand1415,aioN,4,LEXICON
iʔ,mand1415,i7,2,LEXICON
ioŋ,mand1415,ioN,3,LEXICON
ni,mand1415,ni,2,LEXICON
kio,mand1415,kio,3,LEXICON
seʔ,mand1415,se7,3,LEXICON
ʃi,mand1415,Si,2,LEXICON
ie,mand1415,ie,2,LEXICON
phi,mand1415,phi,3,LEXICON
ʃiəʔ,mand1415,Si37,4,LEXICON
kuʔthio,mand1415,ku7thio,7,LEXICON
koʔ,mand1415,ko7,3,LEXICON
ato,mand1415,ato,3,LEXICON
ŋat͡sioŋ,mand1415,NacioN,6,LEXICON
phithio,mand1415,phithio,7,LEXICON
ŋɐt͡ʃhi,mand1415,NaChi,5,LEXICON
t͡ʃiethio,mand1415,Ciethio,7,LEXICON
t͡ʃiɐʔka,mand1415,Cia7ka,6,LEXICON
khəʔlot͡ʃhiə,mand1415,kh37loChi3,10,LEXICON
ʃio,mand1415,Sio,3,LEXICON
ʃioŋ,mand1415,SioN,4,LEXICON
ka,mand1415,ka,2,LEXICON
xoʔ,mand1415,xo7,3,LEXICON
silə,mand1415,sil3,4,LEXICON
kopalə,mand1415,kopal3,6,LEXICON
la,mand1415,la,2,LEXICON
thɐiɐ,mand1415,thaia,5,LEXICON
thesioŋ,mand1415,thesioN,7,LEXICON
ʃi,mand1415,Si,2,LEXICON
ʃithio,mand1415,Sithio,6,LEXICON
xo,mand1415,xo,2,LEXICON
lu,mand1415,lu,2,LEXICON
sa,mand1415,sa,2,LEXICON
iɐli,mand1415,iali,4,LEXICON
iɐkɐ,mand1415,iaka,4,LEXICON
mo,mand1415,mo,2,LEXICON
sioŋ,mand1415,sioN,4,LEXICON
mioŋt͡si,mand1415,mioNci,6,LEXICON
ŋɐ,mand1415,Na,2,LEXICON
n,mand1415,n,1,LEXICON
ŋɐnɐŋ,mand1415,NanaN,5,LEXICON
iai,mand1415,iai,3,LEXICON
oɐ,mand1415,oa,2,LEXICON
oɐ,mand1415,oa,2,LEXICON
ɲiai,mand1415,5iai,4,LEXICON
tʃɐu,mand1415,tSau,4,LEXICON
sitʃiai,mand1415,sitSiai,7,LEXICON
su,mand1415,su,2,LEXICON
ie,mand1415,ie,2,LEXICON
phai,mand1415,phai,4,LEXICON
sie,mand1415,sie,3,LEXICON
kuɐu,mand1415,kuau,4,LEXICON
kɐu,mand1415,kau,3,LEXICON
ɲiatɐu,mand1415,5iatau,6,LEXICON
ŋoɐtʃiaɐ,mand1415,NoatSiaa,8,LEXICON
phai,mand1415,phai,4,LEXICON
ŋoɐtshi,mand1415,Noatshi,7,LEXICON
tʃie,mand1415,tSie,4,LEXICON
tʃiusɐthau,mand1415,tSiusathau,10,LEXICON
sɐu,mand1415,sau,3,LEXICON
nie,mand1415,nie,3,LEXICON
kuɐ,mand1415,kua,3,LEXICON
tʃhiaɐ,mand1415,tShiaa,6,LEXICON
khoɐ,mand1415,khoa,4,LEXICON
thaɐ,mand1415,thaa,4,LEXICON
si,mand1415,si,2,LEXICON
lɐu,mand1415,lau,3,LEXICON
ɲiethɐu,mand1415,5iethau,7,LEXICON
saɐ,mand1415,saa,3,LEXICON
su,mand1415,su,2,LEXICON
sɐthɐu,mand1415,sathau,6,LEXICON
xɐu,mand1415,xau,3,LEXICON
lu,mand1415,lu,2,LEXICON
soɐ,mand1415,soa,3,LEXICON
iekoɐ,mand1415,iekoa,5,LEXICON
moɐ,mand1415,moa,3,LEXICON
sai,mand1415,sai,3,LEXICON
maɐtshi,mand1415,maatshi,7,LEXICON
iri,iban1261,iri,3,LEXICON
iri,iban1261,iri,3,LEXICON
wɐmini,iban1261,wamini,6,LEXICON
ŋa,iban1261,Na,2,LEXICON
mma,iban1261,mma,3,LEXICON
kini,iban1261,kini,4,LEXICON
bubo,iban1261,bubo,4,LEXICON
d͡ʒi,iban1261,ji,2,LEXICON
obiri,iban1261,obiri,5,LEXICON
si,iban1261,si,2,LEXICON
ɐɲinɲɐ,iban1261,a5in5a,6,LEXICON
od͡ʒuɐpɐrɐ,iban1261,ojuapara,8,LEXICON
biɲa,iban1261,bi5a,4,LEXICON
mgbe,iban1261,mgbe,4,LEXICON
ipɐŋi,iban1261,ipaNi,5,LEXICON
biri,iban1261,biri,4,LEXICON
torumgbolu,iban1261,torumgbolu,10,LEXICON
nini,iban1261,nini,4,LEXICON
ɐkɐ,iban1261,aka,3,LEXICON
bala,iban1261,bala,4,LEXICON
bipibala,iban1261,bipibala,8,LEXICON
buosibi,iban1261,buosibi,7,LEXICON
bɐrɐ,iban1261,bara,4,LEXICON
do,iban1261,do,2,LEXICON
pibɐrɐ,iban1261,pibara,6,LEXICON
bu,iban1261,bu,2,LEXICON
ɐri,iban1261,ari,3,LEXICON
nɐ,iban1261,na,2,LEXICON
fi,iban1261,fi,2,LEXICON
bo,iban1261,bo,2,LEXICON
apapa,iban1261,apapa,5,LEXICON
iruɐ,iban1261,irua,4,LEXICON
loliɐ,iban1261,lolia,5,LEXICON
miŋi,iban1261,miNi,4,LEXICON
dɐpiri,iban1261,dapiri,6,LEXICON
fini,iban1261,fini,4,LEXICON
korifini,iban1261,korifini,8,LEXICON
ɐso,iban1261,aso,3,LEXICON
abatudu,iban1261,abatudu,7,LEXICON
di,iban1261,di,2,LEXICON
bi,iban1261,bi,2,LEXICON
iwo,iban1261,iwo,3,LEXICON
ara,iban1261,ara,3,LEXICON
ɐ,iban1261,a,1,LEXICON
iri,iban1261,iri,3,LEXICON
iri,iban1261,iri,3,LEXICON
wɐmini,iban1261,wamini,6,LEXICON
tuwo,iban1261,tuwo,4,LEXICON
taɲa,iban1261,ta5a,4,LEXICON
mɐmgbɐ,iban1261,mamgba,6,LEXICON
opumɐ,iban1261,opuma,5,LEXICON
gbaraɲa,iban1261,gbara5a,7,LEXICON
nga,iban1261,nga,3,LEXICON
mma,iban1261,mma,3,LEXICON
ara,iban1261,ara,3,LEXICON
arab’o,iban1261,arabo,5,LEXICON
orub’o,iban1261,orubo,5,LEXICON
araɐmɐpu,iban1261,araamapu,8,LEXICON
owituwo,iban1261,owituwo,7,LEXICON
kini,iban1261,kini,4,LEXICON
tumini,iban1261,tumini,6,LEXICON
tumb’o,iban1261,tumbo,5,LEXICON
nd͡ʒi,iban1261,nji,3,LEXICON
fini,iban1261,fini,4,LEXICON
obiri,iban1261,obiri,5,LEXICON
ɐɲiɲɐ,iban1261,a5i5a,5,LEXICON
kunu,iban1261,kunu,4,LEXICON
ojuɐpɐrɐ,iban1261,oyuapara,8,LEXICON
mani,iban1261,mani,4,LEXICON
ojumani,iban1261,oyumani,7,LEXICON
mbiɲa,iban1261,mbi5a,5,LEXICON
ngbe,iban1261,ngbe,4,LEXICON
b’alaki,iban1261,balaki,6,LEXICON
nɐmɐb’alaki,iban1261,namabalaki,10,LEXICON
ɐɲi,iban1261,a5i,3,LEXICON
ikpɐngi,iban1261,ikpangi,7,LEXICON
koro,iban1261,koro,4,LEXICON
ofuroɲa,iban1261,ofuro5a,7,LEXICON
oworowo,iban1261,oworowo,7,LEXICON
tumo,iban1261,tumo,4,LEXICON
ipuxo,iban1261,ipuxo,5,LEXICON
ipuo,iban1261,ipuo,4,LEXICON
sibinume,iban1261,sibinume,8,LEXICON
sibi,iban1261,sibi,4,LEXICON
biri,iban1261,biri,4,LEXICON
torumgbolu,iban1261,torumgbolu,10,LEXICON
nini,iban1261,nini,4,LEXICON
b’ipi,iban1261,bipi,4,LEXICON
b’ib’i,iban1261,bibi,4,LEXICON
ɐkɐ,iban1261,aka,3,LEXICON
b’ala,iban1261,bala,4,LEXICON
b’ipib’ala,iban1261,bipibala,8,LEXICON
agarabipi,iban1261,agarabipi,9,LEXICON
b’uosibi,iban1261,buosibi,7,LEXICON
furo,iban1261,furo,4,LEXICON
lopo,iban1261,lopo,4,LEXICON
kongo,iban1261,kongo,5,LEXICON
do,iban1261,do,2,LEXICON
kukubiengbolu,iban1261,kukubiengbolu,13,LEXICON
pumbɐrɐ,iban1261,pumbara,7,LEXICON
b’u,iban1261,bu,2,LEXICON
fi,iban1261,fi,2,LEXICON
onwi,iban1261,onwi,4,LEXICON
nɐ,iban1261,na,2,LEXICON
nimi,iban1261,nimi,4,LEXICON
muno,iban1261,muno,4,LEXICON
oki,iban1261,oki,3,LEXICON
b’o,iban1261,bo,2,LEXICON
lagi,iban1261,lagi,4,LEXICON
apapa,iban1261,apapa,5,LEXICON
iruɐ,iban1261,irua,4,LEXICON
loliɐ,iban1261,lolia,5,LEXICON
mingi,iban1261,mingi,5,LEXICON
ebiri,iban1261,ebiri,5,LEXICON
iti,iban1261,iti,3,LEXICON
dɐpiri,iban1261,dapiri,6,LEXICON
onwo,iban1261,onwo,4,LEXICON
onwi,iban1261,onwi,4,LEXICON
korifini,iban1261,korifini,8,LEXICON
ikɐko,iban1261,ikako,5,LEXICON
doxu,iban1261,doxu,4,LEXICON
b’ɐrɐ,iban1261,bara,4,LEXICON
abatundu,iban1261,abatundu,8,LEXICON
di,iban1261,di,2,LEXICON
ara,iban1261,ara,3,LEXICON
du,darg1241,du,2,LEXICON
u,darg1241,u,1,LEXICON
nuʃɐ,darg1241,nuSa,4,LEXICON
t͡sɐ,darg1241,ca,2,LEXICON
kʼʷi,darg1241,ki,2,LEXICON
ɐdmi,darg1241,admi,4,LEXICON
insɐn,darg1241,insan,5,LEXICON
bɐliq,darg1241,baliq,5,LEXICON
χʷe,darg1241,Xe,2,LEXICON
nez,darg1241,nez,3,LEXICON
kɐlk,darg1241,kalk,4,LEXICON
kʼɐpur,darg1241,kapur,5,LEXICON
kɐbt͡s,darg1241,kabc,4,LEXICON
kɐm,darg1241,kam,3,LEXICON
beʔe,darg1241,be7e,4,LEXICON
qi,darg1241,qi,2,LEXICON
lɐpɐ,darg1241,lapa,4,LEXICON
χul,darg1241,Xul,3,LEXICON
qɐmq,darg1241,qamq,4,LEXICON
t͡sulɐ,darg1241,cula,4,LEXICON
met͡s,darg1241,mec,3,LEXICON
qʼuqʼɐ,darg1241,quqa,4,LEXICON
nɐq,darg1241,naq,3,LEXICON
miqer,darg1241,miqer,5,LEXICON
dilekʼ,darg1241,dilek,5,LEXICON
ut͡ʃ,darg1241,uC,2,LEXICON
ert͡ʃ,darg1241,erC,3,LEXICON
ɐx,darg1241,ax,2,LEXICON
ix,darg1241,ix,2,LEXICON
ɐqʼ,darg1241,aq,2,LEXICON
iqʼ,darg1241,iq,2,LEXICON
ebkʼ,darg1241,ebk,3,LEXICON
ubkʼ,darg1241,ubk,3,LEXICON
ɐχ,darg1241,aX,2,LEXICON
irχ,darg1241,irX,3,LEXICON
bɐr,darg1241,bar,3,LEXICON
ziri,darg1241,ziri,4,LEXICON
hin,darg1241,hin,3,LEXICON
qɐrqɐ,darg1241,qarqa,5,LEXICON
t͡sʼɐ,darg1241,ca,2,LEXICON
xun,darg1241,xun,3,LEXICON
duburɐ,darg1241,dubura,6,LEXICON
dut͡ʃi,darg1241,duCi,4,LEXICON
it͡sʼib,darg1241,icib,4,LEXICON
t͡sʼi,darg1241,ci,2,LEXICON
sɐkɐ,darg1241,saka,4,LEXICON
zu,darg1241,zu,2,LEXICON
ɐmu,logb1245,amu,3,LEXICON
ɐwu,logb1245,awu,3,LEXICON
ɐt͡su,logb1245,acu,3,LEXICON
ipe,logb1245,ipe,3,LEXICON
inʲo,logb1245,ino,3,LEXICON
inɐ,logb1245,ina,3,LEXICON
ɐgɐnʲi,logb1245,agani,5,LEXICON
ɐgba,logb1245,agba,4,LEXICON
ngbawo,logb1245,ngbawo,6,LEXICON
ɐnʲo,logb1245,ano,3,LEXICON
nʲowo,logb1245,nowo,4,LEXICON
ojo,logb1245,oyo,3,LEXICON
ɐvutɐgo,logb1245,avutago,7,LEXICON
ijoku,logb1245,iyoku,5,LEXICON
josu,logb1245,yosu,4,LEXICON
uku,logb1245,uku,3,LEXICON
ɐt͡sɐ,logb1245,aca,3,LEXICON
t͡sɐ,logb1245,ca,2,LEXICON
nt͡swe,logb1245,ncwe,4,LEXICON
bɐpɐnʲi,logb1245,bapani,6,LEXICON
ofu,logb1245,ofu,3,LEXICON
ete,logb1245,ete,3,LEXICON
dubi,logb1245,dubi,4,LEXICON
upoku,logb1245,upoku,5,LEXICON
ɐgbɐsʰi,logb1245,agbasi,6,LEXICON
tro,logb1245,tro,3,LEXICON
ɐkɐ,logb1245,aka,3,LEXICON
dɐ,logb1245,da,2,LEXICON
t͡se,logb1245,ce,2,LEXICON
nu,logb1245,nu,2,LEXICON
ku,logb1245,ku,2,LEXICON
evi,logb1245,evi,3,LEXICON
ɐtɐwoli,logb1245,atawoli,7,LEXICON
du,logb1245,du,2,LEXICON
egbe,logb1245,egbe,4,LEXICON
ot͡sɐ,logb1245,oca,3,LEXICON
ogbɐ,logb1245,ogba,4,LEXICON
upo,logb1245,upo,3,LEXICON
it͡si,logb1245,ici,3,LEXICON
ji,logb1245,yi,2,LEXICON
ivvo,logb1245,ivvo,4,LEXICON
nnʲi,logb1245,nni,3,LEXICON
siɐk,ilok1237,siak,4,LEXICON
sikɐ,ilok1237,sika,4,LEXICON
dɐtɐjo,ilok1237,datayo,6,LEXICON
mɐsɐ,ilok1237,masa,4,LEXICON
duɐ,ilok1237,dua,3,LEXICON
tɐo,ilok1237,tao,3,LEXICON
ikɐn,ilok1237,ikan,4,LEXICON
sidɐ,ilok1237,sida,4,LEXICON
ɐso,ilok1237,aso,3,LEXICON
kuto,ilok1237,kuto,4,LEXICON
buloŋ,ilok1237,buloN,5,LEXICON
kudil,ilok1237,kudil,5,LEXICON
dɐrɐ,ilok1237,dara,4,LEXICON
tulɐŋ,ilok1237,tulaN,5,LEXICON
lɐpɐjɐg,ilok1237,lapayag,7,LEXICON
mɐtɐ,ilok1237,mata,4,LEXICON
ɐgoŋ,ilok1237,agoN,4,LEXICON
ŋipen,ilok1237,Nipen,5,LEXICON
dilɐ,ilok1237,dila,4,LEXICON
imɐ,ilok1237,ima,3,LEXICON
suso,ilok1237,suso,4,LEXICON
dɐlem,ilok1237,dalem,5,LEXICON
inom,ilok1237,inom,4,LEXICON
kitɐ,ilok1237,kita,4,LEXICON
deŋeg,ilok1237,deNeg,5,LEXICON
mɐtɐj,ilok1237,matay,5,LEXICON
umɐj,ilok1237,umay,4,LEXICON
bituen,ilok1237,bituen,6,LEXICON
dɐnum,ilok1237,danum,5,LEXICON
bɐto,ilok1237,bato,4,LEXICON
ɐpoj,ilok1237,apoy,4,LEXICON
dɐlɐn,ilok1237,dalan,5,LEXICON
rɐbi,ilok1237,rabi,4,LEXICON
bɐro,ilok1237,baro,4,LEXICON
nɐgɐn,ilok1237,nagan,5,LEXICON
sɐjɐ,indo1316,saya,4,LEXICON
ɐku,indo1316,aku,3,LEXICON
sɐudɐrɐ,indo1316,saudara,7,LEXICON
ɐndɐ,indo1316,anda,4,LEXICON
kɐmi,indo1316,kami,4,LEXICON
kitɐ,indo1316,kita,4,LEXICON
ini,indo1316,ini,3,LEXICON
itu,indo1316,itu,3,LEXICON
siɐpɐ,indo1316,siapa,5,LEXICON
ɐpɐ,indo1316,apa,3,LEXICON
bukɐn,indo1316,bukan,5,LEXICON
tidɐk,indo1316,tidak,5,LEXICON
semuɐ,indo1316,semua,5,LEXICON
bɐnjɐk,indo1316,banyak,6,LEXICON
sɐtu,indo1316,satu,4,LEXICON
duɐ,indo1316,dua,3,LEXICON
besɐr,indo1316,besar,5,LEXICON
pɐnʒɐŋ,indo1316,panZaN,6,LEXICON
ket͡ʃil,indo1316,keCil,5,LEXICON
perempuɐn,indo1316,perempuan,9,LEXICON
wɐnitɐ,indo1316,wanita,6,LEXICON
priɐ,indo1316,pria,4,LEXICON
orɐŋ,indo1316,oraN,4,LEXICON
ikɐn,indo1316,ikan,4,LEXICON
buruŋ,indo1316,buruN,5,LEXICON
ɐnʒiŋ,indo1316,anZiN,5,LEXICON
kutu,indo1316,kutu,4,LEXICON
pohon,indo1316,pohon,5,LEXICON
biʒi,indo1316,biZi,4,LEXICON
duɐn,indo1316,duan,4,LEXICON
ɐkɐr,indo1316,akar,4,LEXICON
kulitkɐju,indo1316,kulitkayu,9,LEXICON
kulit,indo1316,kulit,5,LEXICON
dɐgiŋ,indo1316,dagiN,5,LEXICON
dɐrɐh,indo1316,darah,5,LEXICON
tulɐŋ,indo1316,tulaN,5,LEXICON
lemɐk,indo1316,lemak,5,LEXICON
telur,indo1316,telur,5,LEXICON
tɐnduk,indo1316,tanduk,6,LEXICON
buntut,indo1316,buntut,6,LEXICON
bulu,indo1316,bulu,4,LEXICON
rɐmbut,indo1316,rambut,6,LEXICON
kepɐlɐ,indo1316,kepala,6,LEXICON
teliŋɐ,indo1316,teliNa,6,LEXICON
mɐtɐ,indo1316,mata,4,LEXICON
hiduŋ,indo1316,hiduN,5,LEXICON
mulut,indo1316,mulut,5,LEXICON
gigi,indo1316,gigi,4,LEXICON
lidɐh,indo1316,lidah,5,LEXICON
kuku,indo1316,kuku,4,LEXICON
kɐki,indo1316,kaki,4,LEXICON
lutut,indo1316,lutut,5,LEXICON
tɐŋɐn,indo1316,taNan,5,LEXICON
perut,indo1316,perut,5,LEXICON
leher,indo1316,leher,5,LEXICON
buɐhdɐdɐ,indo1316,buahdada,8,LEXICON
susu,indo1316,susu,4,LEXICON
ʒɐntuŋ,indo1316,ZantuN,6,LEXICON
hɐti,indo1316,hati,4,LEXICON
minum,indo1316,minum,5,LEXICON
mɐkɐn,indo1316,makan,5,LEXICON
gigit,indo1316,gigit,5,LEXICON
lihɐt,indo1316,lihat,5,LEXICON
mendeŋɐr,indo1316,mendeNar,8,LEXICON
tɐhu,indo1316,tahu,4,LEXICON
tidur,indo1316,tidur,5,LEXICON
mɐti,indo1316,mati,4,LEXICON
bunuh,indo1316,bunuh,5,LEXICON
berenɐŋ,indo1316,berenaN,7,LEXICON
terbɐŋ,indo1316,terbaN,6,LEXICON
ʒɐlɐn,indo1316,Zalan,5,LEXICON
dɐtɐŋ,indo1316,dataN,5,LEXICON
berbɐriŋ,indo1316,berbariN,8,LEXICON
duduk,indo1316,duduk,5,LEXICON
berdiri,indo1316,berdiri,7,LEXICON
beri,indo1316,beri,4,LEXICON
kɐtɐ,indo1316,kata,4,LEXICON
mɐtɐhɐri,indo1316,matahari,8,LEXICON
surjɐ,indo1316,surya,5,LEXICON
bulɐn,indo1316,bulan,5,LEXICON
bintɐŋ,indo1316,bintaN,6,LEXICON
ɐir,indo1316,air,3,LEXICON
huʒɐn,indo1316,huZan,5,LEXICON
bɐtu,indo1316,batu,4,LEXICON
pɐsir,indo1316,pasir,5,LEXICON
bumi,indo1316,bumi,4,LEXICON
dɐrɐt,indo1316,darat,5,LEXICON
ɐwɐn,indo1316,awan,4,LEXICON
ɐsɐp,indo1316,asap,4,LEXICON
ɐpi,indo1316,api,3,LEXICON
ɐbu,indo1316,abu,3,LEXICON
bɐkɐr,indo1316,bakar,5,LEXICON
ʒɐlɐn,indo1316,Zalan,5,LEXICON
gunuŋ,indo1316,gunuN,5,LEXICON
merɐh,indo1316,merah,5,LEXICON
hiʒɐu,indo1316,hiZau,5,LEXICON
kuniŋ,indo1316,kuniN,5,LEXICON
putih,indo1316,putih,5,LEXICON
hitɐm,indo1316,hitam,5,LEXICON
mɐlɐm,indo1316,malam,5,LEXICON
hɐŋɐt,indo1316,haNat,5,LEXICON
pɐnɐs,indo1316,panas,5,LEXICON
diŋin,indo1316,diNin,5,LEXICON
penuh,indo1316,penuh,5,LEXICON
bɐru,indo1316,baru,4,LEXICON
bɐik,indo1316,baik,4,LEXICON
bulɐt,indo1316,bulat,5,LEXICON
keriŋ,indo1316,keriN,5,LEXICON
nɐmɐ,indo1316,nama,4,LEXICON
zon,indo1316,zon,3,LEXICON
