FORM,GLOTTOCODE,SoundClasses,SegmentCount,EMOTION
d͡ʒitʰamu,kore1283,jitamu,6,LEXICON
saiβɨ,kore1283,saib3,5,LEXICON
otʰea,kore1283,otea,4,LEXICON
βãsod͡ʒo,kore1283,basojo,6,LEXICON
tʰad͡ʒa,kore1283,taja,4,LEXICON
βea,kore1283,bea,3,LEXICON
kʰɨipɨ,kore1283,k3ip3,5,LEXICON
harinapo,kore1283,harinapo,8,LEXICON
mɨtʰo,kore1283,m3to,4,LEXICON
d͡ʒɨi,kore1283,j3i,3,LEXICON
ɲaho,kore1283,5aho,4,LEXICON
d͡ʒahi,kore1283,jahi,4,LEXICON
pũsa,kore1283,pusa,4,LEXICON
pia,kore1283,pia,3,LEXICON
hipie,kore1283,hipie,5,LEXICON
d͡ʒahe,kore1283,jahe,4,LEXICON
oːβɨ,kore1283,ob3,3,LEXICON
ɨneɲɨ,kore1283,3ne53,5,LEXICON
kãtʰɨ,kore1283,kat3,4,LEXICON
ũa,kore1283,ua,2,LEXICON
kono,kore1283,kono,4,LEXICON
tʰeʔe,kore1283,te7e,4,LEXICON
tʰeʔekʰaʔd͡ʒapa,kore1283,te7eka7japa,11,LEXICON
kʰaʔd͡ʒa,kore1283,ka7ja,5,LEXICON
d͡ʒotʰe,kore1283,jote,4,LEXICON
ũkakʰaʔd͡ʒapa,kore1283,ukaka7japa,10,LEXICON
tʰeʔehɨ̃tʰɨrepa,kore1283,te7eh3t3repa,12,LEXICON
hɨ̃ɲ̊ahainɨkhorepa,kore1283,h35ahain3khorepa,16,LEXICON
d͡ʒaro,kore1283,jaro,4,LEXICON
kuad͡ʒo,kore1283,kuajo,5,LEXICON
βatʰiβɨ,kore1283,batib3,6,LEXICON
huʔirepakʰãa,kore1283,hu7irepakaa,11,LEXICON
d͡ʒai,kore1283,jai,3,LEXICON
kʰapitha,kore1283,kapitha,7,LEXICON
ai,kore1283,ai,2,LEXICON
d͡ʒɨʔɨ,kore1283,j373,4,LEXICON
mɨʔɨ,kore1283,m373,4,LEXICON
kʰãʔɨ,kore1283,ka73,4,LEXICON
hãʔɨ,kore1283,ha73,4,LEXICON
matʰiripɨ,kore1283,matirip3,8,LEXICON
marĩirɨ,kore1283,mariir3,7,LEXICON
kʰãʔoorhãʔo,kore1283,ka7oorha7o,10,LEXICON
ie,kore1283,ie,2,LEXICON
d͡ʒɨkʰɨna,kore1283,j3k3na,6,LEXICON
mai,kore1283,mai,3,LEXICON
mɨsanɨkʰo,kore1283,m3san3ko,8,LEXICON
mɨsanɨkʰona,kore1283,m3san3kona,10,LEXICON
ɨhaɨ,kore1283,3ha3,4,LEXICON
sɨsɨmɨ,kore1283,s3s3m3,6,LEXICON
asumɨ,kore1283,asum3,5,LEXICON
reʔomɨ,kore1283,re7om3,6,LEXICON
kuʔamɨ,kore1283,ku7am3,6,LEXICON
po,kore1283,po,2,LEXICON
pohaʔi,kore1283,poha7i,6,LEXICON
d͡ʒi,kore1283,ji,2,LEXICON
d͡ʒihaʔi,kore1283,jiha7i,6,LEXICON
sĩhod͡ʒuʔd͡ʒuβa,kore1283,sihoju7juba,11,LEXICON
kõhi,kore1283,kohi,4,LEXICON
d͡ʒemeɲod͡ʒãʔtʰiro,kore1283,jeme5oja7tiro,13,LEXICON
raɲapa,kore1283,ra5apa,6,LEXICON
kaːβɨ,kore1283,kab3,4,LEXICON
kaːpɨ,kore1283,kap3,4,LEXICON
sõkʰɨɲɨ,kore1283,sok353,6,LEXICON
hɨ̃tʰɨ,kore1283,h3t3,4,LEXICON
hɨ̃tʰɨd͡ʒapɨ,kore1283,h3t3jap3,8,LEXICON
kũʔapɨ,kore1283,ku7ap3,6,LEXICON
kaʔniβɨkeːraɲa,kore1283,ka7nib3kera5a,13,LEXICON
kɨtʰaro,kore1283,k3taro,6,LEXICON
kɨtʰatʰɨo,kore1283,k3tat3o,7,LEXICON
aiβaʔo,kore1283,aiba7o,6,LEXICON
pikʰo,kore1283,piko,4,LEXICON
okʰotʰĩtʰamɨ,kore1283,okotitam3,9,LEXICON
βead͡ʒio,kore1283,beajio,6,LEXICON
d͡ʒiaraʔd͡ʒarɨ,kore1283,jiara7jar3,10,LEXICON
katʰaraʔkʰarɨã,kore1283,katara7kar3a,12,LEXICON
kɨnapɨãɨhapɨã,kore1283,k3nap3a3hap3a,13,LEXICON
maʔa,kore1283,ma7a,4,LEXICON
βɨʔerɨ,kore1283,b37er3,6,LEXICON
iβɨ,kore1283,ib3,3,LEXICON
kʰãʔaβɨ,kore1283,ka7ab3,6,LEXICON
hãʔa,kore1283,ha7a,4,LEXICON
neː,kore1283,ne,2,LEXICON
kʰaɨ,kore1283,ka3,3,LEXICON
kʰao,kore1283,kao,3,LEXICON
ɨ̃ke,kore1283,3ke,3,LEXICON
kʰeː,kore1283,ke,2,LEXICON
heː,kore1283,he,2,LEXICON
peomɨ,kore1283,peom3,5,LEXICON
siʔanɨkʰo,kore1283,si7an3ko,8,LEXICON
peore,kore1283,peore,5,LEXICON
hainikʰo,kore1283,hainiko,7,LEXICON
rɨa,kore1283,r3a,3,LEXICON
ɨhakʰeed͡ʒo,kore1283,3hakeejo,8,LEXICON
sũkʰikaʔni,kore1283,sukika7ni,9,LEXICON
βaʔi,kore1283,ba7i,4,LEXICON
uʔd͡ʒapeʔe,kore1283,u7jape7e,8,LEXICON
d͡ʒiapɨ,kore1283,jiap3,5,LEXICON
βakaruruβɨ,kore1283,bakarurub3,10,LEXICON
kʰaːpɨ,kore1283,kap3,4,LEXICON
kʰoːβɨ,kore1283,kob3,4,LEXICON
kɨtʰaro,kore1283,k3taro,6,LEXICON
d͡ʒemepɨ,kore1283,jemep3,6,LEXICON
ũkʰu,kore1283,uku,3,LEXICON
ãi,kore1283,ai,2,LEXICON
kʰũʔi,kore1283,ku7i,4,LEXICON
ɲaa,kore1283,5aa,3,LEXICON
asa,kore1283,asa,3,LEXICON
masi,kore1283,masi,4,LEXICON
kãi,kore1283,kai,3,LEXICON
hũʔi,kore1283,hu7i,4,LEXICON
βanisõ,kore1283,baniso,6,LEXICON
d͡ʒuʔa,kore1283,ju7a,4,LEXICON
kãβa,kore1283,kaba,4,LEXICON
βɨi,kore1283,b3i,3,LEXICON
kʰuʔi,kore1283,ku7i,4,LEXICON
sai,kore1283,sai,3,LEXICON
rai,kore1283,rai,3,LEXICON
ũi,kore1283,ui,2,LEXICON
ɲuʔi,kore1283,5u7i,4,LEXICON
nɨkʰa,kore1283,n3ka,4,LEXICON
ĩsi,kore1283,isi,3,LEXICON
d͡ʒiː,kore1283,ji,2,LEXICON
kʰɨa,kore1283,k3a,3,LEXICON
ɨo,kore1283,3o,2,LEXICON
uː,kore1283,u,1,LEXICON
aikʰũtʰi,kore1283,aikuti,6,LEXICON
maː,kore1283,ma,2,LEXICON
βĩhaɲe,kore1283,biha5e,6,LEXICON
pad͡ʒohaʔd͡ʒe,kore1283,pajoha7je,9,LEXICON
timu,kore1283,timu,4,LEXICON
d͡ʒahi,kore1283,jahi,4,LEXICON
mama,kore1283,mama,4,LEXICON
kaʔmahaʔɲe,kore1283,ka7maha75e,10,LEXICON
kʰene,kore1283,kene,4,LEXICON
haʔhu,kore1283,ha7hu,5,LEXICON
mami,kore1283,mami,4,LEXICON
kʰeʔse,kore1283,ke7se,5,LEXICON
heʔse,kore1283,he7se,5,LEXICON
kherɨmɨ,kore1283,kher3m3,7,LEXICON
herɨmɨ,kore1283,her3m3,6,LEXICON
kʰaro,kore1283,karo,4,LEXICON
kʰeːd͡ʒeha,kore1283,kejeha,6,LEXICON
heːd͡ʒeha,kore1283,hejeha,6,LEXICON
id͡ʒeha,kore1283,ijeha,5,LEXICON
kʰãʔad͡ʒeha,kore1283,ka7ajeha,8,LEXICON
hãʔad͡ʒeha,kore1283,ha7ajeha,8,LEXICON
d͡ʒekʰɨ,kore1283,jek3,4,LEXICON
d͡ʒekʰo,kore1283,jeko,4,LEXICON
teʔe,kore1283,te7e,4,LEXICON
pikʰo,kore1283,piko,4,LEXICON
mea,kore1283,mea,3,LEXICON
meβo,kore1283,mebo,4,LEXICON
d͡ʒiara,kore1283,jiara,5,LEXICON
d͡ʒakʰɨ,kore1283,jak3,4,LEXICON
d͡ʒoa,kore1283,joa,3,LEXICON
d͡ʒahiaɲa,kore1283,jahia5a,7,LEXICON
kʰaːpɨ,kore1283,kap3,4,LEXICON
kʰeʔd͡ʒakʰaːpɨ,kore1283,ke7jakap3,9,LEXICON
raɲa,kore1283,ra5a,4,LEXICON
sũhupɨ,kore1283,suhup3,6,LEXICON
koː,kore1283,ko,2,LEXICON
ohe,kore1283,ohe,3,LEXICON
haʔme,kore1283,ha7me,5,LEXICON
sãʔnaβɨ,kore1283,sa7nab3,7,LEXICON
re,kore1283,re,2,LEXICON
na,kore1283,na,2,LEXICON
ru,kore1283,ru,2,LEXICON
to,kore1283,to,2,LEXICON
kẽkʰesiraʔkʰa,kore1283,kekesira7ka,11,LEXICON
kẽkʰe,kore1283,keke,4,LEXICON
d͡ʒĩi,kore1283,jii,3,LEXICON
d͡ʒi,kore1283,ji,2,LEXICON
tɨʔka,kore1283,t37ka,5,LEXICON
tʰẽo,kore1283,teo,3,LEXICON
tʰɨso,kore1283,t3so,4,LEXICON
d͡ʒɨtʰo,kore1283,j3to,4,LEXICON
ɨhaãʔkapɨ,kore1283,3haa7kap3,9,LEXICON
maãʔkapɨ,kore1283,maa7kap3,8,LEXICON
soʔo,kore1283,so7o,4,LEXICON
kʰeɲe,kore1283,ke5e,4,LEXICON
ɨhatʰiripɨ,kore1283,3hatirip3,9,LEXICON
rɨkʰɨ,kore1283,r3k3,4,LEXICON
hɨ̃hɨsɨmaʔ,kore1283,h3h3s3ma7,9,LEXICON
hɨ̃hɨsɨ,kore1283,h3h3s3,6,LEXICON
menopaʔi,kore1283,menopa7i,8,LEXICON
siʔsɨaʔme,kore1283,si7s3a7me,9,LEXICON
hãʔhu,kore1283,ha7hu,5,LEXICON
pʰũʔkʰa,kore1283,pu7ka,5,LEXICON
sɨʔkʰahaʔi,kore1283,s37kaha7i,9,LEXICON
rũi,kore1283,rui,3,LEXICON
ũkuarepa,kore1283,ukuarepa,8,LEXICON
kʰãʔkʰohɨ̃tʰɨka,kore1283,ka7koh3t3ka,11,LEXICON
ɨhahɨ̃tʰɨka,kore1283,3hah3t3ka,9,LEXICON
ai,kore1283,ai,2,LEXICON
kʰɨrɨ,kore1283,k3r3,4,LEXICON
siri,kore1283,siri,4,LEXICON
ɲ̊aɲ̊u,kore1283,5a5u,4,LEXICON
hɨho,kore1283,h3ho,4,LEXICON
suʔa,kore1283,su7a,4,LEXICON
sẽho,kore1283,seho,4,LEXICON
βai,kore1283,bai,3,LEXICON
hũʔhe,kore1283,hu7he,5,LEXICON
hua,kore1283,hua,3,LEXICON
tʰotʰa,kore1283,tota,4,LEXICON
ũi,kore1283,ui,2,LEXICON
kẽo,kore1283,keo,3,LEXICON
hua,kore1283,hua,3,LEXICON
tʰãi,kore1283,tai,3,LEXICON
tʷʰãʔi,kore1283,ta7i,4,LEXICON
kʰotʰo,kore1283,koto,4,LEXICON
kasa,kore1283,kasa,4,LEXICON
uha,kore1283,uha,3,LEXICON
sɨɨ,kore1283,s33,3,LEXICON
siso,kore1283,siso,4,LEXICON
d͡ʒũsu,kore1283,jusu,4,LEXICON
βiː,kore1283,bi,2,LEXICON
hui,kore1283,hui,3,LEXICON
tʰutʰa,kore1283,tuta,4,LEXICON
βahɨd͡ʒɨ,kore1283,bah3j3,6,LEXICON
kẽo,kore1283,keo,3,LEXICON
kãhi,kore1283,kahi,4,LEXICON
βɨʔeβi,kore1283,b37ebi,6,LEXICON
ɨmɨ,kore1283,3m3,3,LEXICON
d͡ʒaʔhi,kore1283,ja7hi,5,LEXICON
d͡ʒaʔo,kore1283,ja7o,4,LEXICON
βahɨ,kore1283,bah3,4,LEXICON
paʔi,kore1283,pa7i,4,LEXICON
pĩsime,kore1283,pisime,6,LEXICON
kʰorosipaʔpaβa,kore1283,korosipa7paba,13,LEXICON
kʰorosiʔc,kore1283,korosi7T,8,LEXICON
okʰopɨ,kore1283,okop3,5,LEXICON
okʰoreʔreβa,kore1283,okore7reba,10,LEXICON
sɨkɨxeʔɨno,muin1242,s3k3xe73no,10,LEXICON
koomobo,muin1242,koomobo,7,LEXICON
kid͡ʒaʔuto,muin1242,kija7uto,8,LEXICON
amijato,muin1242,amiyato,7,LEXICON
nexeba,muin1242,nexeba,6,LEXICON
iixɨ,muin1242,iix3,4,LEXICON
xɨniba,muin1242,x3niba,6,LEXICON
iigai,muin1242,iigai,5,LEXICON
tɨxɨʔu,muin1242,t3x37u,6,LEXICON
aad͡ʒɨʔɨ,muin1242,aaj373,6,LEXICON
nɨxɨmeːʔu,muin1242,n3x3me7u,8,LEXICON
nigaɨ,muin1242,niga3,5,LEXICON
ɨmeku,muin1242,3meku,5,LEXICON
nigaɨxeːne,muin1242,niga3xene,9,LEXICON
xɨkexe,muin1242,x3kexe,6,LEXICON
xɨko,muin1242,x3ko,4,LEXICON
xɨkkoʔai,muin1242,x3kko7ai,8,LEXICON
kodaaʔe,muin1242,kodaa7e,7,LEXICON
ɸeejɨxe,muin1242,peey3xe,7,LEXICON
xeebɨɨgameeʔu,muin1242,xeeb33gamee7u,13,LEXICON
mɨɸaɲo,muin1242,m3pa5o,6,LEXICON
iiba,muin1242,iiba,4,LEXICON
joobai,muin1242,yoobai,6,LEXICON
xɨxebaɨ,muin1242,x3xeba3,7,LEXICON
nokkɨgai,muin1242,nokk3gai,8,LEXICON
nokkɨ,muin1242,nokk3,5,LEXICON
meniku,muin1242,meniku,6,LEXICON
use,muin1242,use,3,LEXICON
usegai,muin1242,usegai,6,LEXICON
usegaimeeʔu,muin1242,usegaimee7u,11,LEXICON
xuunuga,muin1242,xuunuga,7,LEXICON
idɨ,muin1242,id3,3,LEXICON
memuba,muin1242,memuba,6,LEXICON
xuunuga,muin1242,xuunuga,7,LEXICON
tɨʔai,muin1242,t37ai,5,LEXICON
tigai,muin1242,tigai,5,LEXICON
meeʔe,muin1242,mee7e,5,LEXICON
bakkɨ,muin1242,bakk3,5,LEXICON
tɨɨxoʔo,muin1242,t33xo7o,7,LEXICON
kɨɨdɨɨ,muin1242,k33d33,6,LEXICON
xeebɨɨ,muin1242,xeeb33,6,LEXICON
xeettɨʔɨ,muin1242,xeett373,8,LEXICON
gaiɸi,muin1242,gaipi,5,LEXICON
mijamɨnaːɸi,muin1242,miyam3napi,10,LEXICON
saaɸi,muin1242,saapi,5,LEXICON
gaigo,muin1242,gaigo,5,LEXICON
mijamɨnago,muin1242,miyam3nago,10,LEXICON
mijamɨnaː,muin1242,miyam3na,8,LEXICON
attʲaxe,muin1242,attaxe,6,LEXICON
taxe,muin1242,taxe,4,LEXICON
aixɨ,muin1242,aix3,4,LEXICON
taaba,muin1242,taaba,5,LEXICON
attʲaaba,muin1242,attaaba,7,LEXICON
giʔi,muin1242,gi7i,4,LEXICON
giʔirubi,muin1242,gi7irubi,8,LEXICON
kaani,muin1242,kaani,5,LEXICON
gaʔa,muin1242,ga7a,4,LEXICON
gaʔarubi,muin1242,ga7arubi,8,LEXICON
seexɨ,muin1242,seex3,5,LEXICON
seemene,muin1242,seemene,7,LEXICON
ɸaiʔu,muin1242,pai7u,5,LEXICON
nɨɸaiʔu,muin1242,n3pai7u,7,LEXICON
nɨɸaiʔu,muin1242,n3pai7u,7,LEXICON
teeʔi,muin1242,tee7i,5,LEXICON
muuai,muin1242,muuai,5,LEXICON
t͡ʃugai,muin1242,Cugai,5,LEXICON
kaasi,muin1242,kaasi,5,LEXICON
xɨkooba,muin1242,x3kooba,7,LEXICON
kaame,muin1242,kaame,5,LEXICON
iɸakaaxa,muin1242,ipakaaxa,8,LEXICON
piisirigai,muin1242,piisirigai,10,LEXICON
giisiga,muin1242,giisiga,7,LEXICON
giisiga,muin1242,giisiga,7,LEXICON
kɨɨxigai,muin1242,k33xigai,8,LEXICON
kusiibai,muin1242,kusiibai,8,LEXICON
baigiixɨ,muin1242,baigiix3,8,LEXICON
diito,muin1242,diito,5,LEXICON
axaatʲo,muin1242,axaato,6,LEXICON
diitɨsi,muin1242,diit3si,7,LEXICON
diitɨɸo,muin1242,diit3po,7,LEXICON
imi,muin1242,imi,3,LEXICON
imino,muin1242,imino,5,LEXICON
giraano,muin1242,giraano,7,LEXICON
keeɸi,muin1242,keepi,5,LEXICON
mitʲano,muin1242,mitano,6,LEXICON
kɨɨxɨgaiku,muin1242,k33x3gaiku,10,LEXICON
aimuuɸai,muin1242,aimuupai,8,LEXICON
aimuuɸaiʔu,muin1242,aimuupai7u,10,LEXICON
kuuxoʔo,muin1242,kuuxo7o,7,LEXICON
nikexe,muin1242,nikexe,6,LEXICON
niixaba,muin1242,niixaba,7,LEXICON
gibuʔuba,muin1242,gibu7uba,8,LEXICON
nɨʔɨba,muin1242,n373ba,6,LEXICON
kuuxeonɨʔɨba,muin1242,kuuxeon373ba,12,LEXICON
nɨʔɨba,muin1242,n373ba,6,LEXICON
ɸukkuonɨʔɨba,muin1242,pukkuon373ba,12,LEXICON
meekɨrɨgai,muin1242,meek3r3gai,10,LEXICON
kuuxe,muin1242,kuuxe,5,LEXICON
ɸuku,muin1242,puku,4,LEXICON
sisi,muin1242,sisi,4,LEXICON
nameba,muin1242,nameba,6,LEXICON
namebano,muin1242,namebano,8,LEXICON
tɨɨʔi,muin1242,t337i,5,LEXICON
xiinɨ,muin1242,xiin3,5,LEXICON
xiinɨxe,muin1242,xiin3xe,7,LEXICON
giisiba,muin1242,giisiba,7,LEXICON
xiinɨgaijɨʔai,muin1242,xiin3gaiy37ai,13,LEXICON
iixa,muin1242,iixa,4,LEXICON
kaamoːxa,muin1242,kaamoxa,7,LEXICON
nibaʔu,muin1242,niba7u,6,LEXICON
guʔuga,muin1242,gu7uga,6,LEXICON
ikaga,muin1242,ikaga,5,LEXICON
kɨgataxe,muin1242,k3gataxe,8,LEXICON
gaaiba,muin1242,gaaiba,6,LEXICON
kɨgaiixe,muin1242,k3gaiixe,8,LEXICON
kɨgataxe,muin1242,k3gataxe,8,LEXICON
giriʔid͡ʒu,muin1242,giri7iju,8,LEXICON
gaikkuʔai,muin1242,gaikku7ai,9,LEXICON
kuumi,muin1242,kuumi,5,LEXICON
xɨɨʔai,muin1242,x337ai,6,LEXICON
sinɨkuʔu,muin1242,sin3ku7u,8,LEXICON
ɸukuʔu,muin1242,puku7u,6,LEXICON
ɸiikɨgai,muin1242,piik3gai,8,LEXICON
xɨgaaxe,muin1242,x3gaaxe,7,LEXICON
meejuʔu,muin1242,meeyu7u,7,LEXICON
niːsuga,muin1242,nisuga,6,LEXICON
meenega,muin1242,meenega,7,LEXICON
buʔuduga,muin1242,bu7uduga,8,LEXICON
gaiʔuɨdaːʔe,muin1242,gai7u3da7e,10,LEXICON
aamɨga,muin1242,aam3ga,6,LEXICON
tɨɨbuga,muin1242,t33buga,7,LEXICON
gisɨxɨ,muin1242,gis3x3,6,LEXICON
tɨɨʔe,muin1242,t337e,5,LEXICON
xɨku,muin1242,x3ku,4,LEXICON
tɨɸaiʔui,muin1242,t3pai7ui,8,LEXICON
xɨku,muin1242,x3ku,4,LEXICON
gooɨ,muin1242,goo3,4,LEXICON
xɨku,muin1242,x3ku,4,LEXICON
kikixe,muin1242,kikixe,6,LEXICON
suku,muin1242,suku,4,LEXICON
kɨd͡ʒiba,muin1242,k3jiba,6,LEXICON
t͡ʃujiji,muin1242,Cuyiyi,6,LEXICON
iju,muin1242,iyu,3,LEXICON
xɨbiid͡ʒaxe,muin1242,x3biijaxe,9,LEXICON
nimɨtɨɨʔe,muin1242,nim3t337e,9,LEXICON
xeexɨ,muin1242,xeex3,5,LEXICON
tuuxe,muin1242,tuuxe,5,LEXICON
takɨ,muin1242,tak3,4,LEXICON
niʔiba,muin1242,ni7iba,6,LEXICON
meeduba,muin1242,meeduba,7,LEXICON
maaɲaʔu,muin1242,maa5a7u,7,LEXICON
xuut͡ʃaiʔi,muin1242,xuuCai7i,8,LEXICON
xuʔupuku,muin1242,xu7upuku,8,LEXICON
tɨreexe,muin1242,t3reexe,7,LEXICON
meeni,muin1242,meeni,5,LEXICON
ɸaaɸaiba,muin1242,paapaiba,8,LEXICON
ɸatɨ,muin1242,pat3,4,LEXICON
giʔiɸo,muin1242,gi7ipo,6,LEXICON
miiʃi,muin1242,miiSi,5,LEXICON
giiɸo,muin1242,giipo,5,LEXICON
biitt͡ʃaɨ,muin1242,biitCa3,7,LEXICON
iibuʔu,muin1242,iibu7u,6,LEXICON
buua,muin1242,buua,4,LEXICON
igaiβatɨ,muin1242,igaibat3,8,LEXICON
taːkaʔo,muin1242,taka7o,6,LEXICON
t͡ʃiraagai,muin1242,Ciraagai,8,LEXICON
xakukuga,muin1242,xakukuga,8,LEXICON
bɨɨriʔi,muin1242,b33ri7i,7,LEXICON
nixaga,muin1242,nixaga,6,LEXICON
mɨɨmeba,muin1242,m33meba,7,LEXICON
xaakkɨba,muin1242,xaakk3ba,8,LEXICON
βaura,muin1242,baura,5,LEXICON
xooɨ,muin1242,xoo3,4,LEXICON
ɸaaibe,muin1242,paaibe,6,LEXICON
ruubed͡ʒɨ,muin1242,ruubej3,7,LEXICON
kaxaanɨ,muin1242,kaxaan3,7,LEXICON
kaxaamo,muin1242,kaxaamo,7,LEXICON
mɨxɨ,muin1242,m3x3,4,LEXICON
mɨɨxoʔo,muin1242,m33xo7o,7,LEXICON
xeeβa,muin1242,xeeba,5,LEXICON
inoʔai,muin1242,ino7ai,6,LEXICON
eereda,muin1242,eereda,6,LEXICON
nɨgo,muin1242,n3go,4,LEXICON
xɨɨkkɨgai,muin1242,x33kk3gai,9,LEXICON
rɨʔuuʔu,muin1242,r37uu7u,7,LEXICON
barʲigai,muin1242,barigai,7,LEXICON
kɨɨraba,muin1242,k33raba,7,LEXICON
birejo,muin1242,bireyo,6,LEXICON
tʲuiʔi,muin1242,tui7i,5,LEXICON
aɲɨ,muin1242,a53,3,LEXICON
sukuga,muin1242,sukuga,6,LEXICON
kɨgaʔo,muin1242,k3ga7o,6,LEXICON
maruuku,muin1242,maruuku,7,LEXICON
βadu,muin1242,badu,4,LEXICON
ɸeekaxe,muin1242,peekaxe,7,LEXICON
kataβa,muin1242,kataba,6,LEXICON
taaβa,muin1242,taaba,5,LEXICON
nita,muin1242,nita,4,LEXICON
nɨɨbɨri,muin1242,n33b3ri,7,LEXICON
mɨɨbɨriʔɨ,muin1242,m33b3ri73,9,LEXICON
giinixa,muin1242,giinixa,7,LEXICON
xɨɨkugai,muin1242,x33kugai,8,LEXICON
gaaɲiʔu,muin1242,gaa5i7u,7,LEXICON
gaaixɨba,muin1242,gaaix3ba,8,LEXICON
upid͡ʒɨ,muin1242,upij3,5,LEXICON
mɨd͡ʒɨgijɨ,muin1242,m3j3giy3,8,LEXICON
maʔarɨ,muin1242,ma7ar3,6,LEXICON
ɸiimo,muin1242,piimo,5,LEXICON
ɸaagaxe,muin1242,paagaxe,7,LEXICON
xɨɨmuʔai,muin1242,x33mu7ai,8,LEXICON
iikuxe,muin1242,iikuxe,6,LEXICON
niiɸaxe,muin1242,niipaxe,7,LEXICON
baxɨ,muin1242,bax3,4,LEXICON
nametɨxe,muin1242,namet3xe,8,LEXICON
nametexe,muin1242,nametexe,8,LEXICON
sukumexe,muin1242,sukumexe,8,LEXICON
baaɨ,muin1242,baa3,4,LEXICON
gaxɨ,muin1242,gax3,4,LEXICON
ɨmoʔo,muin1242,3mo7o,5,LEXICON
aame,muin1242,aame,4,LEXICON
ɨmoʔoaame,muin1242,3mo7oaame,9,LEXICON
deeka,muin1242,deeka,5,LEXICON
obaxakimaxe,muin1242,obaxakimaxe,11,LEXICON
seːne,muin1242,sene,4,LEXICON
ɨmoʔotɨɨxoʔo,muin1242,3mo7ot33xo7o,12,LEXICON
bakoʔoko,muin1242,bako7oko,8,LEXICON
tano,muin1242,tano,4,LEXICON
basuta,muin1242,basuta,6,LEXICON
noobaba,muin1242,noobaba,7,LEXICON
ɨmeːʔi,muin1242,3me7i,5,LEXICON
d͡ʒariga,muin1242,jariga,6,LEXICON
sukumexe,muin1242,sukumexe,8,LEXICON
ɸaixɨ,muin1242,paix3,5,LEXICON
bed͡ʒa,muin1242,beja,4,LEXICON
ɸeeka,muin1242,peeka,5,LEXICON
xaara,muin1242,xaara,5,LEXICON
itaku,muin1242,itaku,5,LEXICON
mat͡ʃugiːxɨ,muin1242,maCugix3,8,LEXICON
baɲo,muin1242,ba5o,4,LEXICON
xaʔadi,muin1242,xa7adi,6,LEXICON
xaaxe,muin1242,xaaxe,5,LEXICON
xaʔaxe,muin1242,xa7axe,6,LEXICON
duutuʔu,muin1242,duutu7u,7,LEXICON
kɨnirumi,muin1242,k3nirumi,8,LEXICON
d͡ʒiruumɨba,muin1242,jiruum3ba,9,LEXICON
noobaba,muin1242,noobaba,7,LEXICON
deeʔuɨ,muin1242,dee7u3,6,LEXICON
xiibi,muin1242,xiibi,5,LEXICON
xiibiʔo,muin1242,xiibi7o,7,LEXICON
ɨxe,muin1242,3xe,3,LEXICON
ɨxeba,muin1242,3xeba,5,LEXICON
bakotamɨ,muin1242,bakotam3,8,LEXICON
moomo,muin1242,moomo,5,LEXICON
buiga,muin1242,buiga,5,LEXICON
ɨmuʔu,muin1242,3mu7u,5,LEXICON
atʲoga,muin1242,atoga,5,LEXICON
moomoba,muin1242,moomoba,7,LEXICON
saano,muin1242,saano,5,LEXICON
miinokɨ,muin1242,miinok3,7,LEXICON
miinokɨsaano,muin1242,miinok3saano,12,LEXICON
miinokɨmiinokɨ,muin1242,miinok3miinok3,14,LEXICON
igeenemeʔexe,muin1242,igeeneme7exe,12,LEXICON
saʔuse,muin1242,sa7use,6,LEXICON
ɸaʔuseːkɨ,muin1242,pa7usek3,8,LEXICON
itɨkonɨ,muin1242,it3kon3,7,LEXICON
ɨmegaro,muin1242,3megaro,7,LEXICON
niinoːno,muin1242,niinono,7,LEXICON
ad͡ʒɨbari,muin1242,aj3bari,7,LEXICON
tɨ,muin1242,t3,2,LEXICON
anɨno,muin1242,an3no,5,LEXICON
xaaku,muin1242,xaaku,5,LEXICON
gaadai,muin1242,gaadai,6,LEXICON
kɨɨmɨba,muin1242,k33m3ba,7,LEXICON
maːniʔɨme,muin1242,mani73me,8,LEXICON
taabumɨnaːpi,muin1242,taabum3napi,11,LEXICON
aiβoxɨɨbo,muin1242,aibox33bo,9,LEXICON
uuxoʔo,muin1242,uuxo7o,6,LEXICON
ɨɨxoʔo,muin1242,33xo7o,6,LEXICON
diibo,muin1242,diibo,5,LEXICON
axaanɨ,muin1242,axaan3,6,LEXICON
ɸikuʔi,muin1242,piku7i,6,LEXICON
gaɲuʔi,muin1242,ga5u7i,6,LEXICON
xikuʔi,muin1242,xiku7i,6,LEXICON
diigo,muin1242,diigo,5,LEXICON
aaaamo,muin1242,aaaamo,6,LEXICON
xaano,muin1242,xaano,5,LEXICON
mɨɨʔai,muin1242,m337ai,6,LEXICON
mɨsi,muin1242,m3si,4,LEXICON
mɨɸe,muin1242,m3pe,4,LEXICON
amɨɨʔai,muin1242,am337ai,7,LEXICON
amɨɨsi,muin1242,am33si,6,LEXICON
amɨɨɸe,muin1242,am33pe,6,LEXICON
numenene,muin1242,numenene,8,LEXICON
axaʃuno,muin1242,axaSuno,7,LEXICON
sɨɨku,muin1242,s33ku,5,LEXICON
aigukuno,muin1242,aigukuno,8,LEXICON
ɸoomoβakuno,muin1242,poomobakuno,11,LEXICON
ganukuuno,muin1242,ganukuuno,9,LEXICON
imitɨno,muin1242,imit3no,7,LEXICON
seseene,muin1242,seseene,7,LEXICON
