FORM,GLOTTOCODE,SoundClasses,SegmentCount,EMOTION
ǃui,juho1239,!ui,3,LEXICON
ǃohm,juho1239,!ohm,4,LEXICON
ǃau,juho1239,!au,3,LEXICON
kʼxʼani,juho1239,kxani,5,LEXICON
ǀaoh,juho1239,!aoh,4,LEXICON
ha,juho1239,ha,2,LEXICON
ǀai,juho1239,!ai,3,LEXICON
t͡saʔa,juho1239,ca7a,4,LEXICON
ǃa,juho1239,!a,2,LEXICON
tih,juho1239,tih,3,LEXICON
he,juho1239,he,2,LEXICON
gaʔm,juho1239,ga7m,4,LEXICON
ǂaʔin,juho1239,!a7in,5,LEXICON
ǂaʔm,juho1239,!a7m,4,LEXICON
ǃu,juho1239,!u,2,LEXICON
kʰui,juho1239,kui,3,LEXICON
tʒu,juho1239,tZu,3,LEXICON
naun,juho1239,naun,4,LEXICON
mi,juho1239,mi,2,LEXICON
ka,juho1239,ka,2,LEXICON
ǃoʔaǃang,juho1239,!o7a!ang,8,LEXICON
ǃang,juho1239,!ang,4,LEXICON
ǃun,juho1239,!un,3,LEXICON
ǃxoa,juho1239,!xoa,4,LEXICON
ǃan,juho1239,!an,3,LEXICON
si,juho1239,si,2,LEXICON
ǃuʔubu,juho1239,!u7ubu,6,LEXICON
ǂʔʰandi,juho1239,!7andi,6,LEXICON
ǃaoh,juho1239,!aoh,4,LEXICON
ǃom,juho1239,!om,3,LEXICON
ʃu,juho1239,Su,2,LEXICON
ʃui,juho1239,Sui,3,LEXICON
kʼxʼamǀʔo,juho1239,kxam!7o,7,LEXICON
ǀxoa,juho1239,!xoa,4,LEXICON
t͡ʃʰin,juho1239,Cin,3,LEXICON
ǂaʔin,juho1239,!a7in,5,LEXICON
hoʕʔobu,juho1239,hoX7obu,7,LEXICON
ǂaʕ,juho1239,!aX,3,LEXICON
t͡ʃoʕʔo,juho1239,CoX7o,5,LEXICON
ǃoan,juho1239,!oan,4,LEXICON
ǂai,juho1239,!ai,3,LEXICON
tzao,juho1239,tzao,4,LEXICON
ǃui,juho1239,!ui,3,LEXICON
ǃom,juho1239,!om,3,LEXICON
kʼxʼam,juho1239,kxam,4,LEXICON
ǃu,juho1239,!u,2,LEXICON
ǀʔam,juho1239,!7am,4,LEXICON
goba,juho1239,goba,4,LEXICON
toʔma,juho1239,to7ma,5,LEXICON
ǃain,juho1239,!ain,4,LEXICON
zaʕi,juho1239,zaXi,4,LEXICON
ǀu,juho1239,!u,2,LEXICON
ǃanikuǃanikuǃani,juho1239,!aniku!aniku!ani,16,LEXICON
kut͡si,juho1239,kuci,4,LEXICON
t͡ʃinilui,juho1239,Cinilui,7,LEXICON
tzun,juho1239,tzun,4,LEXICON
ǀoa,juho1239,!oa,3,LEXICON
ǁaʔama,juho1239,!a7ama,6,LEXICON
ǃaʔan,juho1239,!a7an,5,LEXICON
ǃaʔan,juho1239,!a7an,5,LEXICON
ǀeʔe,juho1239,!e7e,4,LEXICON
ǀui,juho1239,!ui,3,LEXICON
tzi,juho1239,tzi,3,LEXICON
kʰoema,juho1239,koema,5,LEXICON
ǃama,juho1239,!ama,4,LEXICON
tʰa,juho1239,ta,2,LEXICON
ʒu,juho1239,Zu,2,LEXICON
ǃaeh,juho1239,!aeh,4,LEXICON
ǃa,juho1239,!a,2,LEXICON
tzana,juho1239,tzana,5,LEXICON
ǃaːn,juho1239,!an,3,LEXICON
ǁʔae,juho1239,!7ae,4,LEXICON
ǃom,juho1239,!om,3,LEXICON
ǃom,juho1239,!om,3,LEXICON
lːari,juho1239,lari,4,LEXICON
tau,juho1239,tau,3,LEXICON
bobo,juho1239,bobo,4,LEXICON
ǃkʼxʼa,juho1239,!kxa,4,LEXICON
ʃabi,juho1239,Sabi,4,LEXICON
ǃaah,juho1239,!aah,4,LEXICON
ʒuǃkʼxʼataʔmǀkʼxʼau,juho1239,Zu!kxata7m!kxau,15,LEXICON
ǃaʔan,juho1239,!a7an,5,LEXICON
kʰuiankʰoe,juho1239,kuiankoe,8,LEXICON
kʼxʼa,juho1239,kxa,3,LEXICON
ko,juho1239,ko,2,LEXICON
ho,juho1239,ho,2,LEXICON
ǁaʔa,juho1239,!a7a,4,LEXICON
dʃʰin,juho1239,dSin,4,LEXICON
t͡sankut͡sankuǃani,juho1239,cankucanku!ani,14,LEXICON
l̥ari,juho1239,lari,4,LEXICON
ǃoma,juho1239,!oma,4,LEXICON
ǂxam,juho1239,!xam,4,LEXICON
ǃoma,juho1239,!oma,4,LEXICON
ǀang,juho1239,!ang,4,LEXICON
ǃanikuǃani,juho1239,!aniku!ani,10,LEXICON
ǀo,juho1239,!o,2,LEXICON
ǀaʔan,juho1239,!a7an,5,LEXICON
tza,juho1239,tza,3,LEXICON
aun,juho1239,aun,3,LEXICON
tzema,juho1239,tzema,5,LEXICON
t͡saʔa,juho1239,ca7a,4,LEXICON
ʃora,juho1239,Sora,4,LEXICON
ǂai,juho1239,!ai,3,LEXICON
ǂaih,juho1239,!aih,4,LEXICON
ǃxuni,juho1239,!xuni,5,LEXICON
kaʔmkaʔma,juho1239,ka7mka7ma,9,LEXICON
kʰoe,juho1239,koe,3,LEXICON
ǂoʕi,juho1239,!oXi,4,LEXICON
tzigaʕʔana,juho1239,tzigaX7ana,10,LEXICON
ǃun,juho1239,!un,3,LEXICON
ǂuhn,juho1239,!uhn,4,LEXICON
ǃom,juho1239,!om,3,LEXICON
to,juho1239,to,2,LEXICON
ǀaoh,juho1239,!aoh,4,LEXICON
ǃoʔm,juho1239,!o7m,4,LEXICON
ǀam,juho1239,!am,3,LEXICON
t͡ʃoh,juho1239,Coh,3,LEXICON
ǀaʔng,juho1239,!a7ng,5,LEXICON
d͡ʒxa,juho1239,jxa,3,LEXICON
ǃui,juho1239,!ui,3,LEXICON
gu,juho1239,gu,2,LEXICON
t͡saːhn,juho1239,cahn,4,LEXICON
tini,juho1239,tini,4,LEXICON
ʃomǃo,juho1239,Som!o,5,LEXICON
toʔa,juho1239,to7a,4,LEXICON
ka,juho1239,ka,2,LEXICON
toʔa,juho1239,to7a,4,LEXICON
si,juho1239,si,2,LEXICON
zani,juho1239,zani,4,LEXICON
ʒaʕm,juho1239,ZaXm,4,LEXICON
ǂʔang,juho1239,!7ang,5,LEXICON
he,juho1239,he,2,LEXICON
ǃani,juho1239,!ani,4,LEXICON
dohm,juho1239,dohm,4,LEXICON
ǃadiːh,juho1239,!adih,5,LEXICON
tʰae,juho1239,tae,3,LEXICON
ǀkʼxʼaiǃaʕʔami,juho1239,!kxai!aX7ami,12,LEXICON
dʰari,juho1239,dari,4,LEXICON
ǁah,juho1239,!ah,3,LEXICON
t͡saʔakoʒuǃau,juho1239,ca7akoZu!au,11,LEXICON
ǃaihn,juho1239,!aihn,5,LEXICON
mani,juho1239,mani,4,LEXICON
t͡san,juho1239,can,3,LEXICON
ǀkʼxʼau,juho1239,!kxau,5,LEXICON
d͡ʒxara,juho1239,jxara,5,LEXICON
ǁan,juho1239,!an,3,LEXICON
gloʔm,juho1239,glo7m,5,LEXICON
kare,juho1239,kare,4,LEXICON
ǃu,juho1239,!u,2,LEXICON
e,juho1239,e,1,LEXICON
m,juho1239,m,1,LEXICON
tka,juho1239,tka,3,LEXICON
dʃi,juho1239,dSi,3,LEXICON
hat͡ʃe,juho1239,haCe,4,LEXICON
ǂʔomanere,juho1239,!7omanere,9,LEXICON
ko,juho1239,ko,2,LEXICON
ǃaʔu,juho1239,!a7u,4,LEXICON
haʒoe,juho1239,haZoe,5,LEXICON
hat͡ʃere,juho1239,haCere,6,LEXICON
ʃao,juho1239,Sao,3,LEXICON
ǃabu,juho1239,!abu,4,LEXICON
maʕ,juho1239,maX,3,LEXICON
dsʰau,juho1239,dsau,4,LEXICON
kokʼxʼui,juho1239,kokxui,6,LEXICON
ǃobe,juho1239,!obe,4,LEXICON
oan,juho1239,oan,3,LEXICON
kuri,juho1239,kuri,4,LEXICON
oǁoʕniǃu,juho1239,o!oXni!u,8,LEXICON
goaʕǂʔan,juho1239,goaX!7an,8,LEXICON
i,juho1239,i,1,LEXICON
a,juho1239,a,1,LEXICON
ǀai,juho1239,!ai,3,LEXICON
ǃui,juho1239,!ui,3,LEXICON
ǃui,juho1239,!ui,3,LEXICON
sin,juho1239,sin,3,LEXICON
sin,juho1239,sin,3,LEXICON
ǃo,juho1239,!o,2,LEXICON
ǃo,juho1239,!o,2,LEXICON
sin,juho1239,sin,3,LEXICON
sin,juho1239,sin,3,LEXICON
duɲa,cent2050,du5a,4,LEXICON
t͡ʃidi,cent2050,Cidi,4,LEXICON
larde,cent2050,larde,5,LEXICON
t͡ʃidi,cent2050,Cidi,4,LEXICON
bɨrbɨr,cent2050,b3rb3r,6,LEXICON
tolo,cent2050,tolo,4,LEXICON
t͡ʃesa,cent2050,Cesa,4,LEXICON
katti,cent2050,katti,5,LEXICON
kau,cent2050,kau,3,LEXICON
kɨri,cent2050,k3ri,4,LEXICON
d͡ʒoro,cent2050,joro,4,LEXICON
farak,cent2050,farak,5,LEXICON
faja,cent2050,faya,4,LEXICON
ngor,cent2050,ngor,4,LEXICON
kɨrta,cent2050,k3rta,5,LEXICON
t͡ʃuku,cent2050,Cuku,4,LEXICON
t͡ʃind͡ʒibe,cent2050,Cinjibe,7,LEXICON
fowoli,cent2050,fowoli,6,LEXICON
ngorɨm,cent2050,ngor3m,6,LEXICON
nd͡ʒi,cent2050,nji,3,LEXICON
bahar,cent2050,bahar,5,LEXICON
nd͡ʒikura,cent2050,njikura,7,LEXICON
bilwu,cent2050,bilwu,5,LEXICON
bahar,cent2050,bahar,5,LEXICON
nd͡ʒikura,cent2050,njikura,7,LEXICON
kuluwu,cent2050,kuluwu,6,LEXICON
kazaand͡ʒibe,cent2050,kazaanjibe,10,LEXICON
bɨrɨm,cent2050,b3r3m,5,LEXICON
ngada,cent2050,ngada,5,LEXICON
kɨmudu,cent2050,k3mudu,6,LEXICON
ʃimnd͡ʒibe,cent2050,Simnjibe,8,LEXICON
baram,cent2050,baram,5,LEXICON
nd͡ʒibone,cent2050,njibone,7,LEXICON
karaasɨlɨm,cent2050,karaas3l3m,10,LEXICON
dɨr,cent2050,d3r,3,LEXICON
kɨska,cent2050,k3ska,5,LEXICON
kau,cent2050,kau,3,LEXICON
t͡ʃɨdilolod͡ʒi,cent2050,C3diloloji,10,LEXICON
sami,cent2050,sami,4,LEXICON
kɨŋal,cent2050,k3Nal,5,LEXICON
kɨmbal,cent2050,k3mbal,6,LEXICON
kɨndawu,cent2050,k3ndawu,7,LEXICON
ʃilowu,cent2050,Silowu,6,LEXICON
rade,cent2050,rade,4,LEXICON
kegɨraŋɨrd͡ʒi,cent2050,keg3raN3rji,11,LEXICON
rade,cent2050,rade,4,LEXICON
karwat͡ʃime,cent2050,karwaCime,9,LEXICON
kɨmarma,cent2050,k3marma,7,LEXICON
nur,cent2050,nur,3,LEXICON
kannu,cent2050,kannu,5,LEXICON
nɨkɨlmɨske,cent2050,n3k3lm3ske,10,LEXICON
nɨmt͡ʃɨlɨm,cent2050,n3mC3l3m,8,LEXICON
kaudi,cent2050,kaudi,5,LEXICON
kafia,cent2050,kafia,5,LEXICON
kuloŋu,cent2050,kuloNu,6,LEXICON
kasam,cent2050,kasam,5,LEXICON
karwa,cent2050,karwa,5,LEXICON
fowo,cent2050,fowo,4,LEXICON
bantɨgɨne,cent2050,bant3g3ne,9,LEXICON
dɨlage,cent2050,d3lage,6,LEXICON
nd͡ʒisamibe,cent2050,njisamibe,9,LEXICON
mafi,cent2050,mafi,4,LEXICON
mafi,cent2050,mafi,4,LEXICON
duɲa,cent2050,du5a,4,LEXICON
kannu,cent2050,kannu,5,LEXICON
kannut͡ʃambi,cent2050,kannuCambi,10,LEXICON
tɨlamkannube,cent2050,t3lamkannube,12,LEXICON
kaŋe,cent2050,kaNe,4,LEXICON
bugɨ,cent2050,bug3,4,LEXICON
kunduwal,cent2050,kunduwal,8,LEXICON
maltɨ,cent2050,malt3,5,LEXICON
maltɨ,cent2050,malt3,5,LEXICON
wastɨ,cent2050,wast3,5,LEXICON
nd͡ʒezo,cent2050,njezo,5,LEXICON
jazo,cent2050,yazo,4,LEXICON
aʃana,cent2050,aSana,5,LEXICON
kɨgɨʃi,cent2050,k3g3Si,6,LEXICON
kɨlimi,cent2050,k3limi,6,LEXICON
kam,cent2050,kam,3,LEXICON
kwa,cent2050,kwa,3,LEXICON
kwaŋa,cent2050,kwaNa,5,LEXICON
kamu,cent2050,kamu,4,LEXICON
bi,cent2050,bi,2,LEXICON
kurwudi,cent2050,kurwudi,7,LEXICON
tada,cent2050,tada,4,LEXICON
tadami,cent2050,tadami,6,LEXICON
fero,cent2050,fero,4,LEXICON
feromi,cent2050,feromi,6,LEXICON
tada,cent2050,tada,4,LEXICON
tiwal,cent2050,tiwal,5,LEXICON
kwa,cent2050,kwa,3,LEXICON
kamu,cent2050,kamu,4,LEXICON
ɲijatɨ,cent2050,5iyat3,6,LEXICON
ɲija,cent2050,5iya,4,LEXICON
lorusa,cent2050,lorusa,6,LEXICON
dɨpta,cent2050,d3pta,5,LEXICON
bawa,cent2050,bawa,4,LEXICON
ja,cent2050,ya,2,LEXICON
kwoŋaɲijaa,cent2050,kwoNa5iyaa,10,LEXICON
kamuɲijaa,cent2050,kamu5iyaa,9,LEXICON
tada,cent2050,tada,4,LEXICON
fero,cent2050,fero,4,LEXICON
tada,cent2050,tada,4,LEXICON
jaana,cent2050,yaana,5,LEXICON
jaa,cent2050,yaa,3,LEXICON
kɨrami,cent2050,k3rami,6,LEXICON
jaana,cent2050,yaana,5,LEXICON
jaa,cent2050,yaa,3,LEXICON
kɨrami,cent2050,k3rami,6,LEXICON
jaana,cent2050,yaana,5,LEXICON
kawu,cent2050,kawu,4,LEXICON
kaka,cent2050,kaka,4,LEXICON
t͡ʃari,cent2050,Cari,4,LEXICON
kaka,cent2050,kaka,4,LEXICON
kɨmurt͡ʃo,cent2050,k3murCo,7,LEXICON
diwokoŋwa,cent2050,diwokoNwa,9,LEXICON
diwofero,cent2050,diwofero,8,LEXICON
rawa,cent2050,rawa,4,LEXICON
rawa,cent2050,rawa,4,LEXICON
bawakura,cent2050,bawakura,8,LEXICON
bawagana,cent2050,bawagana,8,LEXICON
jinna,cent2050,yinna,5,LEXICON
jinna,cent2050,yinna,5,LEXICON
jakura,cent2050,yakura,6,LEXICON
bawa,cent2050,bawa,4,LEXICON
bawanrawaŋana,cent2050,bawanrawaNana,13,LEXICON
jeijari,cent2050,yeiyari,7,LEXICON
kaduwu,cent2050,kaduwu,6,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
kɨsai,cent2050,k3sai,5,LEXICON
awat͡ʃinta,cent2050,awaCinta,8,LEXICON
jat͡ʃinta,cent2050,yaCinta,7,LEXICON
tadat͡ʃinta,cent2050,tadaCinta,9,LEXICON
ferot͡ʃinta,cent2050,feroCinta,9,LEXICON
ngɨɲi,cent2050,ng35i,5,LEXICON
kamba,cent2050,kamba,5,LEXICON
kamba,cent2050,kamba,5,LEXICON
dur,cent2050,dur,3,LEXICON
jal,cent2050,yal,3,LEXICON
wu,cent2050,wu,2,LEXICON
ɲi,cent2050,5i,2,LEXICON
ti,cent2050,ti,2,LEXICON
andi,cent2050,andi,4,LEXICON
jandi,cent2050,yandi,5,LEXICON
nandi,cent2050,nandi,5,LEXICON
tandi,cent2050,tandi,5,LEXICON
dabba,cent2050,dabba,5,LEXICON
lɨman,cent2050,l3man,5,LEXICON
bi,cent2050,bi,2,LEXICON
kurwudi,cent2050,kurwudi,7,LEXICON
lɨman,cent2050,l3man,5,LEXICON
suɲiram,cent2050,su5iram,7,LEXICON
suɲi,cent2050,su5i,4,LEXICON
bɨri,cent2050,b3ri,4,LEXICON
fe,cent2050,fe,2,LEXICON
dalo,cent2050,dalo,4,LEXICON
ngɨnemu,cent2050,ng3nemu,7,LEXICON
fe,cent2050,fe,2,LEXICON
fe,cent2050,fe,2,LEXICON
kɨnna,cent2050,k3nna,5,LEXICON
dimi,cent2050,dimi,4,LEXICON
ngɨlaro,cent2050,ng3laro,7,LEXICON
dimi,cent2050,dimi,4,LEXICON
tama,cent2050,tama,4,LEXICON
godu,cent2050,godu,4,LEXICON
aladɨkurwudi,cent2050,alad3kurwudi,12,LEXICON
alade,cent2050,alade,5,LEXICON
kani,cent2050,kani,4,LEXICON
dal,cent2050,dal,3,LEXICON
kɨlawo,cent2050,k3lawo,6,LEXICON
fɨr,cent2050,f3r,3,LEXICON
fɨrŋɨrma,cent2050,f3rN3rma,8,LEXICON
fɨrkurwudi,cent2050,f3rkurwudi,10,LEXICON
ngɨrma,cent2050,ng3rma,6,LEXICON
koro,cent2050,koro,4,LEXICON
lawatɨra,cent2050,lawat3ra,8,LEXICON
kuwui,cent2050,kuwui,5,LEXICON
gudowum,cent2050,gudowum,7,LEXICON
kuwui,cent2050,kuwui,5,LEXICON
kuwui,cent2050,kuwui,5,LEXICON
ngadakawu,cent2050,ngadakawu,9,LEXICON
kuwuijarwabe,cent2050,kuwuiyarwabe,12,LEXICON
fatoŋudobe,cent2050,fatoNudobe,10,LEXICON
ngudo,cent2050,ngudo,5,LEXICON
gɨragɨra,cent2050,g3rag3ra,8,LEXICON
kadawu,cent2050,kadawu,6,LEXICON
damga,cent2050,damga,5,LEXICON
kowu,cent2050,kowu,4,LEXICON
ngɨrmu,cent2050,ng3rmu,6,LEXICON
batata,cent2050,batata,6,LEXICON
aku,cent2050,aku,3,LEXICON
ngage,cent2050,ngage,5,LEXICON
bolawullam,cent2050,bolawullam,10,LEXICON
dud͡ʒi,cent2050,duji,4,LEXICON
kɨri,cent2050,k3ri,4,LEXICON
tarwuna,cent2050,tarwuna,7,LEXICON
ngamfatu,cent2050,ngamfatu,8,LEXICON
ngam,cent2050,ngam,4,LEXICON
ngargɨma,cent2050,ngarg3ma,8,LEXICON
d͡ʒilwa,cent2050,jilwa,5,LEXICON
bɨɲi,cent2050,b35i,4,LEXICON
kambiram,cent2050,kambiram,8,LEXICON
kaligi,cent2050,kaligi,6,LEXICON
kokkoje,cent2050,kokkoye,7,LEXICON
kadikadi,cent2050,kadikadi,8,LEXICON
ngamkura,cent2050,ngamkura,8,LEXICON
bɨndi,cent2050,b3ndi,5,LEXICON
kɨlɨge,cent2050,k3l3ge,6,LEXICON
ngɨri,cent2050,ng3ri,5,LEXICON
dagɨl,cent2050,dag3l,5,LEXICON
kɨmowun,cent2050,k3mowun,7,LEXICON
kalimo,cent2050,kalimo,6,LEXICON
kuli,cent2050,kuli,4,LEXICON
kɨŋɨse,cent2050,k3N3se,6,LEXICON
kaŋu,cent2050,kaNu,4,LEXICON
tɨrgawu,cent2050,t3rgawu,7,LEXICON
saurakɨland͡ʒi,cent2050,saurak3lanji,12,LEXICON
kɨland͡ʒi,cent2050,k3lanji,7,LEXICON
nanasalgama,cent2050,nanasalgama,11,LEXICON
t͡ʃidat͡ʃida,cent2050,CidaCida,8,LEXICON
tautau,cent2050,tautau,6,LEXICON
d͡ʒetautaube,cent2050,jetautaube,10,LEXICON
kulikɨmagɨn,cent2050,kulik3mag3n,11,LEXICON
kɨmagɨnmi,cent2050,k3mag3nmi,9,LEXICON
fatokulikɨmagɨnbe,cent2050,fatokulik3mag3nbe,17,LEXICON
matafifito,cent2050,matafifito,10,LEXICON
t͡ʃii,cent2050,Cii,3,LEXICON
kiji,cent2050,kiyi,4,LEXICON
kantana,cent2050,kantana,7,LEXICON
kuli,cent2050,kuli,4,LEXICON
kadi,cent2050,kadi,4,LEXICON
wullɨram,cent2050,wull3ram,8,LEXICON
fatafatama,cent2050,fatafatama,10,LEXICON
kawi,cent2050,kawi,4,LEXICON
kokkodo,cent2050,kokkodo,7,LEXICON
kokko,cent2050,kokko,5,LEXICON
gadaŋare,cent2050,gadaNare,8,LEXICON
gurd͡ʒama,cent2050,gurjama,7,LEXICON
karam,cent2050,karam,5,LEXICON
kudu,cent2050,kudu,4,LEXICON
tige,cent2050,tige,4,LEXICON
karawi,cent2050,karawi,6,LEXICON
da,cent2050,da,2,LEXICON
kunduli,cent2050,kunduli,7,LEXICON
nd͡ʒiʃi,cent2050,njiSi,5,LEXICON
kundulitigɨbe,cent2050,kundulitig3be,13,LEXICON
tɨpʃi,cent2050,t3pSi,5,LEXICON
kundulifuwube,cent2050,kundulifuwube,13,LEXICON
ngad͡ʒibul,cent2050,ngajibul,8,LEXICON
bu,cent2050,bu,2,LEXICON
zarbube,cent2050,zarbube,7,LEXICON
ʃilla,cent2050,Silla,5,LEXICON
ʃillaʃitibe,cent2050,SillaSitibe,11,LEXICON
kaŋadi,cent2050,kaNadi,6,LEXICON
ngawure,cent2050,ngawure,7,LEXICON
ngawo,cent2050,ngawo,5,LEXICON
kuluweram,cent2050,kuluweram,9,LEXICON
kɨla,cent2050,k3la,4,LEXICON
feri,cent2050,feri,4,LEXICON
buwokɨlabe,cent2050,buwok3labe,10,LEXICON
kɨrgɨn,cent2050,k3rg3n,6,LEXICON
fɨska,cent2050,f3ska,5,LEXICON
ngum,cent2050,ngum,4,LEXICON
ngaido,cent2050,ngaido,6,LEXICON
zɨgali,cent2050,z3gali,6,LEXICON
ngumi,cent2050,ngumi,5,LEXICON
nd͡ʒitiram,cent2050,njitiram,8,LEXICON
ʃim,cent2050,Sim,3,LEXICON
kunduliʃimbe,cent2050,kunduliSimbe,12,LEXICON
fɨrtɨʃimbe,cent2050,f3rt3Simbe,10,LEXICON
forto,cent2050,forto,5,LEXICON
nzɨmistɨ,cent2050,nz3mist3,8,LEXICON
sɨmo,cent2050,s3mo,4,LEXICON
fɨrtɨsɨmobe,cent2050,f3rt3s3mobe,11,LEXICON
kadawusɨmobe,cent2050,kadawus3mobe,12,LEXICON
kɨnza,cent2050,k3nza,5,LEXICON
suwulikɨnzabe,cent2050,suwulik3nzabe,13,LEXICON
tɨlin,cent2050,t3lin,5,LEXICON
t͡ʃi,cent2050,Ci,2,LEXICON
t͡ʃiŋudobe,cent2050,CiNudobe,8,LEXICON
kat͡ʃibe,cent2050,kaCibe,6,LEXICON
tɨlam,cent2050,t3lam,5,LEXICON
timi,cent2050,timi,4,LEXICON
ʃeli,cent2050,Seli,4,LEXICON
kɨlin,cent2050,k3lin,5,LEXICON
t͡ʃamleleram,cent2050,Camleleram,10,LEXICON
kurwu,cent2050,kurwu,5,LEXICON
dawu,cent2050,dawu,4,LEXICON
mudi,cent2050,mudi,4,LEXICON
nguwolto,cent2050,nguwolto,8,LEXICON
ngawana,cent2050,ngawana,7,LEXICON
kɨmbɨlate,cent2050,k3mb3late,9,LEXICON
ngalŋal,cent2050,ngalNal,7,LEXICON
musko,cent2050,musko,5,LEXICON
tɨlwu,cent2050,t3lwu,5,LEXICON
nd͡ʒuromi,cent2050,njuromi,7,LEXICON
dawumuskobe,cent2050,dawumuskobe,11,LEXICON
musko,cent2050,musko,5,LEXICON
karadi,cent2050,karadi,6,LEXICON
ngulondo,cent2050,ngulondo,8,LEXICON
ngulondobɨlan,cent2050,ngulondob3lan,13,LEXICON
fɨrgami,cent2050,f3rgami,7,LEXICON
fɨrgan,cent2050,f3rgan,6,LEXICON
ʃi,cent2050,Si,2,LEXICON
duno,cent2050,duno,4,LEXICON
dɨŋɨl,cent2050,d3N3l,5,LEXICON
ngurumŋurum,cent2050,ngurumNurum,11,LEXICON
ʃi,cent2050,Si,2,LEXICON
ʃimʃibe,cent2050,SimSibe,7,LEXICON
gudugudu,cent2050,gudugudu,8,LEXICON
ʃi,cent2050,Si,2,LEXICON
ngulondoʃibe,cent2050,ngulondoSibe,12,LEXICON
fefeto,cent2050,fefeto,6,LEXICON
kunduli,cent2050,kunduli,7,LEXICON
fefeto,cent2050,fefeto,6,LEXICON
ngand͡ʒi,cent2050,nganji,6,LEXICON
tɨgam,cent2050,t3gam,5,LEXICON
nzɨmboram,cent2050,nz3mboram,9,LEXICON
nzɨmboram,cent2050,nz3mboram,9,LEXICON
dawudi,cent2050,dawudi,6,LEXICON
karwu,cent2050,karwu,5,LEXICON
fufu,cent2050,fufu,4,LEXICON
kɨmattɨn,cent2050,k3matt3n,8,LEXICON
dadami,cent2050,dadami,6,LEXICON
kɨntɨgɨliram,cent2050,k3nt3g3liram,12,LEXICON
suro,cent2050,suro,4,LEXICON
timbi,cent2050,timbi,5,LEXICON
kalɨm,cent2050,kal3m,5,LEXICON
faruwu,cent2050,faruwu,6,LEXICON
tɨmbɨr,cent2050,t3mb3r,6,LEXICON
kanzɨgɨ,cent2050,kanz3g3,7,LEXICON
t͡ʃanza,cent2050,Canza,5,LEXICON
dɨmbɨr,cent2050,d3mb3r,6,LEXICON
duwuli,cent2050,duwuli,6,LEXICON
tadaram,cent2050,tadaram,7,LEXICON
susutɨrwɨlɨmbe,cent2050,susut3rw3l3mbe,14,LEXICON
ngur,cent2050,ngur,4,LEXICON
ngɨli,cent2050,ng3li,5,LEXICON
zakar,cent2050,zakar,5,LEXICON
kwaŋwaram,cent2050,kwaNwaram,9,LEXICON
jintɨ,cent2050,yint3,5,LEXICON
wasamjikko,cent2050,wasamyikko,10,LEXICON
hamma,cent2050,hamma,5,LEXICON
sɨŋettɨ,cent2050,s3Nett3,7,LEXICON
nzasɨra,cent2050,nzas3ra,7,LEXICON
wodiʃasekkin,cent2050,wodiSasekkin,12,LEXICON
zuŋufantɨ,cent2050,zuNufant3,9,LEXICON
tɨfatɨ,cent2050,t3fat3,6,LEXICON
nd͡ʒirɨttɨ,cent2050,njir3tt3,8,LEXICON
kɨmolofitɨ,cent2050,k3molofit3,10,LEXICON
kalaktɨ,cent2050,kalakt3,7,LEXICON
timinta,cent2050,timinta,7,LEXICON
nando,cent2050,nando,5,LEXICON
mɨlattɨ,cent2050,m3latt3,7,LEXICON
turu,cent2050,turu,4,LEXICON
lettɨ,cent2050,lett3,5,LEXICON
suŋori,cent2050,suNori,6,LEXICON
kɨnaʃimjikko,cent2050,k3naSimyikko,12,LEXICON
fatɨ,cent2050,fat3,4,LEXICON
kargifitɨ,cent2050,kargifit3,9,LEXICON
t͡ʃollo,cent2050,Collo,5,LEXICON
jerta,cent2050,yerta,5,LEXICON
ngɨlɨktɨ,cent2050,ng3l3kt3,8,LEXICON
kamurokɨmba,cent2050,kamurok3mba,11,LEXICON
lolotɨ,cent2050,lolot3,6,LEXICON
kasala,cent2050,kasala,6,LEXICON
nzambo,cent2050,nzambo,6,LEXICON
nzambo,cent2050,nzambo,6,LEXICON
suroa,cent2050,suroa,5,LEXICON
kɨndegɨ,cent2050,k3ndeg3,7,LEXICON
roa,cent2050,roa,3,LEXICON
no,cent2050,no,2,LEXICON
nd͡ʒiŋotɨ,cent2050,njiNot3,7,LEXICON
nd͡ʒezo,cent2050,njezo,5,LEXICON
liwa,cent2050,liwa,4,LEXICON
kawin,cent2050,kawin,5,LEXICON
ʃitɨratɨ,cent2050,Sit3rat3,8,LEXICON
kawuri,cent2050,kawuri,6,LEXICON
duno,cent2050,duno,4,LEXICON
lage,cent2050,lage,4,LEXICON
dunoba,cent2050,dunoba,6,LEXICON
nɨmlewaa,cent2050,n3mlewaa,8,LEXICON
dondi,cent2050,dondi,5,LEXICON
kaŋe,cent2050,kaNe,4,LEXICON
bule,cent2050,bule,4,LEXICON
kɨlatɨrɨm,cent2050,k3lat3r3m,9,LEXICON
tunu,cent2050,tunu,4,LEXICON
dambaʃi,cent2050,dambaSi,7,LEXICON
futɨ,cent2050,fut3,4,LEXICON
leleno,cent2050,leleno,6,LEXICON
